Column1,Column2,Column3,Column4
孤影寒江11,保密,湖南,不错，比起现在那些影视剧的演员拍的好太多了，建议那些导演多请点戏剧界的老师去多拍些古风，仙侠，武打动作戏，他们的身体动作，眼神，面部表情，对人物刻画都比较好
白日何短短日白,男,江苏,那个。。。什么时候拍梁祝。。。求你们了孩子真的很想看梁祝??
维维三岁了,保密,湖北,电影挺好的，唱的和武打都很漂亮，我只有一点疑问，结尾的时候小白决定留在人间，但是小青还是想继续修炼早日成仙，小白为什么要多问一句，把小青也留下，你对人间有留恋那你留着，为什么要把小青也留下，别说是因为姐妹情深，人的一生最多不过百年，对于妖来说也不是特别长，小白明明清楚修炼成仙才是她们的正道，她自己贪恋人间不想修了，所以把小青也拖下水？？？
畜生是江阳沽酒客,保密,四川,这拍的真好！比张谋财之流好多了！请加大力度！点赞点赞
黄昏七点半,保密,云南,哇，这画面和布景好美啊，滤镜也舒服，真的美
进可攻-退可受,保密,黑龙江,说实话，没有那么高深的文化底蕴，属实对这种的风格无法喜欢。
共和国的小黄花,保密,青海,太美了
我也没有六尺高,保密,广东,头发和衣服都好长
一刀郎一,男,重庆,三连回血！支持好作品
祺I宣,保密,广东,即便是戏迷，很多对戏曲电影的印象还是停留在传统层面。还没形成稳定购买电影票的消费习惯。不像粤剧场次上映当天的买不到票。（之前三月底有这部的戏院上映两天，我当天去都买不到票）两天前我去看了倩女幽魂・爱的表演，全场人员爆满的程度。年轻人不少，还有很多家长带四五岁孩子去看。
活力满满的钝口螈,保密,广东,太好看了呜呜呜呜
北禅星,保密,云南,55555555555555555555太有心了，进度条是伞
活力满满的钝口螈,保密,广东,我刚刚才知道有这个电影……
夜墨简水,保密,浙江,遗憾没在电影院看。
见东出,男,四川,[鼓掌]
打酱油的小阳,保密,四川,超赞！！
棒丶,保密,黑龙江,真抓人这电影
叔齐齐齐,保密,四川,妈呀！！好牛！！还没开始看已经被折服了，先收藏一波，待会儿在看，太牛了，希望这种类型的再多一点[点赞]
___y---,保密,云南,期待下一个作品，打开了我新世界的大门
葛力葛力咖喱,保密,广东,在抖音看到的 画面很吸引
暗夜Official,男,广东,完美，就是最后关雷峰塔太突然了，刚答应一起了然后就自己说触犯了天条要被关。如果这段改成两人和解，然后法海过来说词接着关塔会更好一些。毕竟法海之前也说了请示佛祖，不会很突兀。
夏夜听雨声,保密,陕西,之前在影院看过，戏 景 情 都超过预期，很棒
火星皇帝马始宗,保密,安徽,特效很华丽
愿扫平封建,保密,湖北,借大会员看完了，过了一把李存勖的瘾，谢谢，已经开始宠信伶官了
深海隐者,保密,江苏,法理与人情的完美诠释，人情动天，法理公正，可爱可叹
耶,男,河南,说实厉害(? ??_??)?
法兰猪猪,保密,广东,20年来最好的电影。。。。。传播慢了
萌初音控-,保密,广东,清明节假期回忆一下
一个霸气的名字A,保密,广东,戏剧只有放下浮躁，耐心看下去才能感受到其中的韵味
梅叶寒尺素,女,江苏,我又跑来了，4月23号(周日)晚上，广东粤剧院在杭州余杭苕溪大剧院有现场版演出呐，本片主演都在的哦，想看现场的且有条件过去的小伙伴不要错过呀，买票进剧院看看吧，看现场真的更精彩[惊喜][惊喜](剧院舞台两旁有字幕，不用担心听不懂哦)
那还是就叫小王吧,保密,新疆,《白蛇 传情》
本脉五毛一次,保密,河北,小破站牛啊！
曾院长请收我为徒,男,浙江,仔细看才注意到，白娘子伸开水袖时候许仙惊讶的表情。感觉是白素贞显出原型了。后边给有蛇吐信的声音。但是，他看到原形，还是担心滴叫了声娘子。
D33274D7C6,保密,重庆,75:37那段BGM是啥啊
AkanaDaisy,保密,贵州,好听~[兔年]
本尼脸长五条薄荷糖,保密,广东,今天在粤剧院看完才发现有电影…小敏老师演得太好了听不懂粤语也能共情以后有条件会多去看啊啊啊啊
呆萌阔爱小苏涵,女,广东,好看不火系列[笑哭]
秋水映残霞,男,浙江,"我的体感：妆容感觉怪异不适，如眼妆及其颜色；表情可能受妆容影响，感觉不够自然。
其他方面，声乐唱腔身段姿态等等很棒。
由于全程受妆容影响，所以综合体验不能说十分美妙。总体8.5分。

我觉得，这种电影还是线下看舞台版好。舞台版，看不清面容，而声乐唱腔听觉效果体验MAX，同时可以欣赏演员身体姿态。
我的评价，大银幕放大了一些细节，不似舞台可以忽略，如果可以的话，还是线下最优。可惜没有机会了。
如有异议，以你为准。"
白衣琴,女,广东,这电影太绝了，可以重新上映一次
HLWMXsnower,保密,湖南,突然想起让宫崎骏对动画产生兴趣的，是日本拿咱的白蛇传说做的动画长片《白蛇传》。
压一锄头,男,河北,哭死
哈哈娃nb,保密,上海,为啥现在才看到
贷款去上班,保密,浙江,虽然不懂粤剧，但是感觉不错啊
迷乱雪,男,广东,不知道是不是戏曲电影的局限性，分镜太过固定，法海白素贞斗法那段，特效神韵很不错，但是分镜太可惜了
东山食寒雨,保密,山东,"很好的电影，可惜宣传不到位，又是粤剧，看的人少了很多。
这电影是少见的人设，台词，演技，都很优秀的作品。"
霸霸霸霸刀宋壹,男,浙江,救命，法海大师一开口说阿弥陀佛我总觉得是丢雷老母
一只乌蝇哥,保密,山东,太美了
可乐i开心,保密,湖北,千年等一回
百世经纶一页书a,保密,浙江,法海并没有错，白素贞嫁凡人他若不管，那若有男妖娶凡女怎么办？到时候，是满城满城的女性失踪了，此例不可开
文森塔儿,女,浙江,求稳定产出这类电影，太美丽了[打call][打call]
缺牙,男,浙江,听越剧长大的，听这个也完全不影响[doge]
Law98,保密,浙江,在电影院看的 谁懂啊，身边都没人愿意一起去看[大哭]真的好美好震撼 巨喜欢水漫金山那个视效
倭奴无义,男,福建,《白蛇传・情》保留了戏曲中经典的唱腔、手势、台词等，也结合电影的表现形式进行了创新，为粤剧这一非物质文化遗产的现代传承做出了极具价值的尝试。《白蛇传・情》在画面上融入了宋代美学上所追求的简约、留白及气韵，保留了传统戏曲精髓，也注入了东方美学意境。
倭奴无义,男,福建,迎合时代是发展的必然，已经不是走那条路的问题了，多媒体数字化目前是唯一解，想要真正传承发展的话，无论这部评价观感是好是坏，敢于迈出这一步就已经非常难得了
天浮云华,保密,内蒙古,这里面的人物，不比小鲜肉好看强多了？
离弦の箭,男,山东,我靠 [脱单doge]
专灭马来猪,保密,吉林,你们是不是忘了白蛇天生仙根受骊山老母点化，妥妥的准神仙，高干子弟，不为报恩嫁给穷小子何苦受罪，为啥仙童放他，普通妖怪你看吃不吃了她
淡然看天,保密,安徽,这部电影没去电影院看 血亏 希望之后国内戏曲界还能出这么优秀的电影 一定买票支持 要不然担心之后没有这么好的电影看了 现在的流量都是什么??东西
_落玉盘_,保密,广东,我已经在考虑买票然后下周坐两个半小时车程去粤剧院看戏剧版的《白蛇传・情》了
梅叶寒尺素,女,江苏,粤剧 白蛇传情 3.31和4.1在广东粤剧艺术中心的演出开票了，想看现场的小伙伴可以冲了[给心心]
账号已注销,保密,湖南,又来啦！
诺诺诺诺诺诺诺喏,保密,湖北,好看
猫先生的小饼干,男,四川,我懂了！传承不仅仅只是传承，还要学会融合
我爱你我很爱你朋友,保密,浙江,哈哈哈哈哈哈哈哈我终于等到上映的这一天了哈哈哈哈哈
桃与杨,保密,吉林,编剧好牛，没有反派。最后的雷峰塔居然是粉红花瓣变化的，佛祖的少女心啊！
Alice_07,女,广东,看完舞台剧再刷一遍电影真是觉得意犹未尽[打call]，那年太迟知道有这部电影了，想看的时候是镇上电影院最后一场，被团包场了，看不上，好在b站买了版权，才有机会愿我的粤剧梦[打call]
小小青皮,保密,安徽,开头的划船哪里好像宏村啊！
富贵双皮奶,女,北京,想去电影院看，还有机会吗[委屈][委屈]
咸鱼咸的咸,男,河南,为什么没有普通话版
吃花生不去皮,保密,广东,刀马旦好飒啊
clariones,保密,四川,画面太美了[支持][支持][支持]
粝氲耐霖,保密,河南,额为什么中国传统文化粤剧会出现枯山水呢[微笑]
jiushiweilehuiyuan,保密,江苏,"好美！
感谢各位创作者～感谢小破站！
希望传统文化继续发扬光大[保卫萝卜_笔芯]"
小宋song的songs,女,浙江,前段时间看了沈园之夜，本来担心听不懂的，但是舞台布景上面有滚动字幕，也是第一次听戏，没有见识，不知道是不是剧院现在都有滚动字幕了。如果有的话以后就可以放心买票去听戏了，不然听不懂总觉得辜负了艺术家们
哦伊利亚,男,新疆,[热词系列_优雅]
QWQbcaa,保密,江西,好耶！谢谢
曾院长请收我为徒,男,江苏,跪求重映
利安七梯,男,广东,又来刷一遍~曲儿真好听 ~
恰同W少年意怙Ll,保密,广东,要不今年院线再上映一波，我都没去看到
哭哭啼啼的魁,保密,江苏,好家伙戏剧的表演不错啊，最开心没耐心看越看越入味[吃瓜]
我是指我是鸽子,保密,广西,太好看了，当时就去电影院支持了，造景打戏太用心了
黑炭不是黑煤炭,女,湖南,我怎么觉得这个法海就像看到学霸为了谈恋爱放弃去清华北大的教导主任，想想还真的有点痛心呢
口口YO,保密,湖北,为啥投屏电视只能看360p，720p是黑屏？
十点端,保密,河北,现在就是非常，非常的后悔，疫情没敢去电影院[保卫萝卜_哭哭]这个效果要是大荧屏多好啊
夏侯廿,男,浙江,厉害
云逐_,男,江西,当时跟同学一块儿去的，唯一一个能看的地方就是长春电影博物馆的电影院，进去以后我都惊呆了跟剧院一样，整场体验都特别好，可惜包括我俩一块儿只有不超过五个人[委屈]
图坤,保密,湖北,黑神话・白蛇[脱单doge]
可以的你,保密,浙江,还是挺好看的，很有美感。
不知道娶什么昵称好,保密,湖北,法海这个角度是合理的，先是劝白蛇回去，也给了选择的机会和时间，被彻底拒绝再谈收服。事业粉的角度，合理的。
叫鹚有人落操场,女,广东,开口跪啊曾院长[保卫萝卜_哭哭]
晨星下的拉斯特,男,山西,问一下，我现在想看3D大屏的《情》，但是本地一直没有排片，咋办
二次元中二少女,女,广东,来重温了
Gululuk_,女,云南,当时去的电影院看的，全场只有俺一个人，看得好爽，真的很好看！！！[V我_你是我的宝]
那爱情丶苍白无力,男,山东,大爱大爱大爱大爱大爱[小熊奶黄包_妙啊]
墨关本关,保密,湖南,反观今年新春某档，不知钱花在了哪里？
别瞎改名称了改名要币,保密,河北,喜欢
掬艳,保密,四川,小时候听不懂戏曲，咿咿呀呀得觉得无聊，不懂为什么爷爷奶奶就喜欢看11台，现在明白了，比起现在的读台词的电视剧，戏曲真的好听，就算有些语言听不懂，却不影响听懂其中的情
爱上一个唔钟意你的人,男,河北,这一部白蛇传情拍的非常的好，曾小敏这部电影观看人数提高，真的太好了。太经典就是水漫金山寺那一段打得我非常好看，非常过瘾。到最后感动差一点哭出来。演技太棒了，希望再多出一点这样的电影！
账号已注销,保密,江苏,一切皆因缘而起
ivyuuuu,保密,未知,球球 有英文字幕完整版吗，只找到一个主题曲有双语字幕
曾院长请收我为徒,男,江苏,为啥不重影。imax
这个昵称好鸭,女,湖北,emm。
袁烨纪事书札,保密,吉林,舞台剧，粤剧，原来如此。
小金dobby,保密,浙江,特效抱渲染大腿
这个昵称好鸭,女,湖北,那不是多想。
啤大胖,保密,湖北,自己在广东生活了六年，一直比较喜欢粤语的东西，看tvb的剧和香港电影都比较喜欢粤语原版。在b站是二刷这个电影了，一刷是在电影院看的，老早就看到这个电影的消息，没想到上映后，长沙的电影院居然都有排期，场次还可以，至少比今年春节档的深海排得要多（不得不夸一下长沙的各个院线），叫了一个在长沙工作的广州朋友一起去看。粤剧唱段就不说了，顶呱呱。没想到这个片子的特效也很赞，本以为不会把精力放在特效上，没想到很好~~
乱入の奈须,女,广东,为什么会有jiejie新版本蛇女打野的弹幕[大笑][大笑][大笑][大笑]笑发财了
twzd70,保密,河南,终于不要钱了
艾岚のあい,男,内蒙古,泪目了
橙C美式冰,男,浙江,白蛇如果提前告知许仙自己是蛇妖，也不会吓死许仙，更不用去盗仙草，法海也不能利用许仙的猜疑和动摇劝动他皈依佛门了，其实一开始就是白蛇骗婚导致这些乱七八糟的。[辣眼睛]
侠情,保密,湖北,白蛇传都出来，干脆把四大民间传统故事全出了。整个系列
侠情,保密,湖北,看完后，不得不说句，这里面的一些东西，超越了大多数国内的电影，电视剧以及动漫。这才叫艺术，甚至比肩名著。
-保持开心,男,云南,大哥没什么文化，但是觉得好美
梦幻豪歌,男,河南,好看[点赞]
东山奈央男友,保密,北京,yyds   每天一遍[星星眼][星星眼]
友琴gorgeous,保密,江西,很庆幸当时拉着朋友去电影院看了这部电影，两个人当时就被震撼到了[热词表情_世萌双冠]
辉爱刺刺,男,上海,太好看了[大哭][大哭]真希望结尾白素贞能被放出来一家团圆了啊
谁不曾心怀侠梦,男,广东,讲真的，我一广东人都是听了原神粤语版的《神女劈观》才知道的曾院长，然后关注才知道的《白蛇传・情》这么好的作品当初我要知道肯定去电影院捧场，不至于到2023年才发现。
春秋五霸小白,保密,四川,超好看，我是看了戏剧台的2023戏剧春晚来的，如果没看过戏剧的可以先去听听小敏姐的宣传曲再来看。不熟悉戏剧，作为电影来看，特效和服饰剧情都超好，超了太多不知所谓的电影了，我个人不常看电影，上次完整看电影还是郭敬明的那个《晴雅集》，比起来剧情画面都差远了
少玩手机多看戏,保密,浙江,看了N遍，真好哇，谢谢曾院和团队带我了解和喜欢上粤剧，也开始重新关注和了解自己的家乡戏曲秦腔。[2023][打call][给心心]
鱼鱼鱼yu鱼鱼鱼,女,北京,@拂过时光的风
zlitxy,保密,广东,美轮美奂，可惜疫情耽误了太多的美……
聆歆墨,保密,江西,太美了啊啊啊啊啊啊啊！！！从没觉得会员这么值过！！！
漱霜,保密,上海,舞美和音乐太美了，光听音乐都能感受到那种爱情的甜蜜和哀伤。
萨里傻气,保密,未知,真的非常不错的电影
无山上-看水流,男,四川,法海这个做法其实也对，人妖不同属，有别于伦。在道教虽然灵宝天尊有好生之德，豁达通融于异类入教修行，但也有严苛教义，不让人妖通婚。
苏苏不想改昵称,保密,新疆,[鼓掌][鼓掌][鼓掌]好棒！慕名而来！
laosantama,保密,湖南,为什么不能花个六元买呀。不想开会员
黄埔飘猪,男,上海,就靠你开局一段词，就能打八分
熟男骚包,保密,内蒙古,看完这个我才知道，我多少对雅有点过敏[思考]
师弟哈哈哈,男,陕西,来还愿，下午求白蛇娘娘保佑脱单，结果真成了，谢谢娘娘！
再来一吨香菜,女,广东,好看！
泉海听雨辞,保密,湖北,就为了看这部电影，冲了个会员[笑哭]
都被用过了,女,北京,太可惜了，没去电影院看，错过了好片子
喜德最可爱,保密,湖北,我去！好不容易逮住电商活动机会为了这部戏开了一年的大会员，准备来好好欣赏学习国粹的。结果，弹幕硬是把这部戏搞成了喜剧风格。喷水喷饭无数次了！还能不能好好看戏了[喜极而泣]
YEMANN,保密,广东,老祖宗们的审美一直在线
豆宝儿666,保密,江苏,特意穿汉服去电影院看的，很好看，现在再来看一遍
混世小神仙,保密,广东,少年不解其中意，老大方知相爱难。
此夜藏锋,保密,四川,你我再见
[佐ヒカリです,保密,广东,[保卫萝卜_笔芯]优秀传统文化摩多摩多！
一只咩咩秧,女,广东,今天和家人投屏看完，视觉盛宴！！！！！
石榴生姜,女,河南,如果一开始上门要人的时候，法海就把许仙给那俩蛇交出去的话，是不是金山寺就不会被水给淹了？（小白被封进塔里的时间刚好，刚生完孩子不用想着怎么喂奶了。对修炼千年的妖来说，相当于是在塔里坐了个月子。）
栗子娇娇,女,广东,雅
咚德恰卡a,男,山东,法海你不懂爱...
命运与轮,男,广东,[给心心][给心心][给心心][给心心][吃瓜][吃瓜][吃瓜]
大六一,男,四川,不信佛陀，亦知未有来生。人间最美是情真，不枉这仅此一瞥。
大圆畅聊,男,北京,没去影院看真的太遗憾了
我是那样的帅气,保密,福建,好看！！！
htlyjy,女,北京,谯国夫人已经杀青了，不知道今年暑假能不能看到，非常期待[tv_馋][tv_抓狂]
史矛革的亲人,保密,上海,里面的服饰实在太古典优雅了
李洛李洛洛,男,湖南,真的太好看了
井未迟,男,广东,好看的
星之浪迹,保密,福建,歌舞剧我觉得更符合现代需求
夏大暴宇,保密,广东,我恨，当初没到电影院看
取名不能七个字,男,江苏,"刚开始，可能看不下去，但是越往后越好看
建议还是关弹幕，净心欣赏"
日照西桥-,保密,山东,将人物体现的太好了
何得天Z,男,四川,这多久出的
花间慈,保密,江西,终于找到了 开心
别被牵着鼻子走啦,男,江苏,当年上映排片是真的少，我找了好几家才找到一场排片，但是真的不辜负我蹲了这么久，非常非常好看[星星眼][星星眼][星星眼]回味无穷，没想到b站买了独播我才发现
帅熊猫_,男,安徽,在广州上学时一个人去电影院看了两遍，第二场只有我一个人，回来后剧场版又刷了不知道多少遍，今天再看，真好啊
周,男,陕西,太好看了
免贵-姓吴,男,江苏,五天内看了二遍，依然是意犹未尽，每一帧、每一个场景、每一段声音设计、舞美设计赞不绝口，还是会感动，真希望能出个收藏版和原生大碟！
沫华之年,男,河南,宣传片看的时候怪牛的，为啥看正片的时候是这个样子？
李洛李洛洛,男,湖南,好好看
神}仙尊^α愣,男,重庆,你这一辈子有没有认真爱过这个宇宙世界？[生气]
神}仙尊^α愣,男,重庆,"盘古之谜
舟-地球-诺亚方舟-亚特兰蒂斯太空战舰
皿-宇宙-天地玄黄-基本规律太玄经法则
十-方位-四面八方-上上下下左左右右界
口-通道-口口相传-唯有真心动人情得见"
不动明不动了,女,湖北,没有法海也就没有水漫金山。缘起千年前许仙在金鹏座下救下白素贞，缘灭白素贞为救许仙上金山寺。法海所说的白素贞终将为祸人间，其实没有他的渡许仙出家白素贞也不可能水漫金山，前世的法海是金鹏，金鹏捕蛇，所以我觉得他们的因果是必然的，许仙一直被人诟病懦弱无能，但是在这里的许仙我觉得是最有人情味的，他会为了新生儿庆祝，就像寻常人家给娘子买好吃的，觉得人若无情亦妖。过分的丑化和极端也是不可取的，他的纠结也是所有人都有的，究竟是情重还是苍生重。同样的问题在仙童这里也被白素贞的“黄泉路上团圆”所打动。白素贞敢爱敢恨，又有着一些自带的凄冷感。白蛇传也算是一种be美学了，还多了一些因果轮回论。当然后来文曲星救母也是一段佳话。这样的艺术形式，典型的中式之美。
一粒尖尖米,女,浙江,去电影院看过，现场也追过，两种表现方式不同，但真的都很棒！！！
yoyuki,女,上海,真好听！
点火樱桃丶,保密,江苏,[邓峰萌萌_surprise][邓峰萌萌_surprise][邓峰萌萌_surprise]
红豆胖狐狸,男,广东,睡不早，又来听曲了[藏狐]
枫叶妃子,女,江苏,哎，坐标十八线小县城，根本没有排片[大哭]。本来海报都出来了，很期待的说，结果疫情，根本没有排这个片
chatless,保密,浙江,全程看到结束字幕最后一秒，不然无法表达我对珠影以及所有台前幕后为此片作出贡献的人们的敬意。什么叫文化输出，什么叫文化传承，什么叫文化创新，这就是。
君惜,保密,广东,白蛇，青蛇本是妖修却入凡世，扰乱了凡间正常的规则，这本身就是错的
今天开始变聪明,保密,天津,这片没啥意见，唯独变成蛇把许仙吓死那段，那蛇也太小了吧[笑哭][笑哭]
洛樱妄尘,女,江西,"圆了白蛇的故事，画面出奇的美，服装也非常漂亮有地域特色，粤语戏曲有吸引人的魅力，此情，有夫妻缠绵之甜，有喝雄黄的勇敢，有救夫的迫切，有一路念妻的不舍，有水漫金山的壮举，有对天发誓的承诺，有千百年雷峰塔下的等待。太美了
早些时候，我在天天刀手游里看到过一样款式的服装［醉相思］，那件时装也是伴有粤语戏曲，可惜他这戏曲我并没有品到什么，而在这部电影中，特别是许仙发誓之后到结束那段戏曲，唱得直感动人心，不知是情还是戏曲的魅力[给心心]"
居子ouo,保密,广西,好美，情意绵绵啊这唱腔[小A和小B_撒花]
双鱼刺青,保密,四川,非常精彩优秀的电影，在影院没落的今天，这部戏值得我专门跑一趟影院，即是我对她所能做到的最高评价，万分期待还能看到续集
朝三暮四哥哥,保密,上海,每一帧都美的不像话，唱腔特效音乐都无可挑剔，多出这样的电影多好啊
派木N,保密,山东,希望可以补票，重新上映[大哭]
布响丸辣PLP,男,广西,[喜欢][喜欢][喜欢]
如晦RH,保密,山东,好看，今年居然才发现[笑哭]
玛维面具,保密,重庆,传统艺术真是太惊艳啦！
好运来-来来来来来来,女,浙江,虽然很少看这种戏曲，但是真的很有感染力，好几次泪奔，除此之外我觉得白素贞的水袖真的很美
小-地主,保密,北京,"让人瞠目结舌的好看 
电视投屏观看更是惊人！
震撼国风！每一帧都是摄影教材！"
霏霏兔子,保密,四川,传统的美，永不过时，百看不厌，对不起欠你一张电影票。
刀刀胶片摄影,保密,广东,感觉欠了剧组一张电影票
茶熏花尽,保密,安徽,哇，在影院多好！
mur的另一边,男,上海,有种舞台剧官摄的感觉
谅思final,女,浙江,我05后学越剧的[微笑]看了这部电影我认为这是所有戏曲曲种里面最有创新宣扬戏曲文化的方式，所谓的创新不是那种瞎搞什么电音版戏曲唱段，也不是弄些花里胡哨的贴图或者一天到晚只是嘴里说说要传承戏曲艺术。应该是用这种男女老少皆宜且不花里胡哨的方式宣传戏曲文化，让更多年轻人喜欢戏曲。
猫猫e姐,女,北京,太好看了，感动到哭，人物也都立得住，太喜欢了，
我的画像是怎样的,保密,河南,太美了！
听雪半悠然,男,北京,有点理解法海了，白素贞是那种可以为了许仙，倾尽一切，在所不惜的。这对凡人一点都不好
佳伊H,女,山东,当初上映前就想去电影院支持一下的，但疫情开始后好像就去年年初去过电影院[音律联觉_哭哭]
弦上莺声,保密,未知,#白蛇传・情#太美了，打戏美身段美唱腔美布景美特效美
米饼_CHEN,女,河南,无论看几遍都最爱这里的小青，可能是取舍的原因，这里的小青就是个护姐狂魔。姐姐想要家，就打直球。姐姐被欺负，那一巴掌打到了我的心坎。全剧的笑点都是小青给的。这里的许仙也是爱白素贞的，我爆哭啊！看几遍都爆哭。
弦上莺声,保密,四川,太美了
Bodh-PP,保密,江苏,有个疑问有孩子了还要给老婆喝酒吗？
我来做个实验,保密,浙江,当初这电影上线的时候我这边影院根本没有这部就离谱，其他的就算有排片低的离谱，不知道制作费回本了没，刚上b站的时候要花钱看，算是补电影票了[兰音_兔脑过载]
大虾1号,保密,江苏,这特效，这演员表情动作和身段，真特么美极了
网恋被骗两块七角五分,保密,广东,这特效可以喔
革心新,保密,河北,这他妈不投币我还等什么呢
聆听童话的人,保密,贵州,这个取景太美了吧！
聆听童话的人,保密,贵州,这才叫文化传播，加油！
秋ならではの,男,河北,看不下去
lm秋月残,保密,上海,什么是好电影，这就是好电影。我从来没有看过粤剧，也不懂粤语，但是能够完全和电影中的角色共情，并且对粤剧产生了强烈的兴趣。真的是非常优秀的电影，期待更多类似的作品！
只看蛋饺耶耶耶,保密,陕西,好看，最近开始关注传统戏曲，看了几出京剧，看到李胜素和张火丁的白蛇传之后顺路过来看一眼粤剧版，舞台版也看了，真的很好看啊。果然我们国家的传统文化艺术就是，不关注则已，一关注必然会喜欢的
砺尘_啾啾,男,山东,"千百年前，是该有一场漫过金山的大水，青锋振荡，袈裟撑墙，佛仗敲地震漾开的铃响，传不到跪伏阵中的许仙耳旁。
　　谁在凄凄切切，说：“经五百年的风，受五百年的雨，都为与你人间相遇，许一缕情丝。”
　　这一缕情丝，也无非是西子湖畔的漾舟，喧闹庙会的执手，春仰看燕夏嗅藕，秋茗茶香冬暖鬓。
　　佛灯不歇，燃起又熄灭，断壁残垣之上正落着一场悲情的苦雪。
　　原来这世间一切的情啊爱啊，都抵不过昏暗长夜中，合掌默诵的一声佛号。
       [大哭][大哭]"
念头_通_达_,男,重庆,从前关注多的是京剧，现在已经知道粤剧，淮剧，越剧了[doge]抽空就会B站听戏
寻觅没结果,男,四川,看我发现了什么宝藏
账号已注销,保密,广西,之前这部片子挣钱了没有呀，真担心制作方没钱做下一部
多崎DUOQI,男,重庆,这样的电影需要让更多的人看到[给心心]
不计程,保密,上海,盗仙草战仙童那里谁说的白师傅切他中路，站出来，笑死我了，刚刚被白蛇唱哭泪还没擦干呢
西九金,男,广东,太无聊了 欣赏不来
空手破核桃,保密,四川,上映的时候我专门跑了十多公里去电影院看的。
好肥的花,保密,湖南,我竟然看粤曲看得感动了，但很喜欢这种感觉。
光头恶霸的九命猫,男,广东,希望，以后能看到更多如此精彩的粤语电影
bili_98744643,保密,浙江,可 以可以，相当不错
出逃泡芙,保密,山东,太美了太美了，从开头到结尾一秒钟都不能错过
一定要朝气蓬勃呀,保密,湖南,逻辑合理，意境优美，除了开头一些场景好像有点塑料的感觉，后面越看越好看[爱心]
弥彡,保密,上海,小青好可爱啊
海珠废人之五湖散人,男,广东,之前6块钱买了，只看了开头一点点，现在免费了，重头看一遍。
糕手就是糕手,保密,江苏,啥时候能重映呀？想捧场都没地方[大哭][大哭]
有没有可能的黑猫,保密,未知,[大哭]是在拍的太美了，特效也是顶级#白蛇传・情#
毛绒绒的小可爱-仓鼠,保密,河北,希望以后戏剧可以照着这个方向卷下去[给心心]
秋ならではの,男,河北,唱戏电影
Camenna,保密,广东,沉香:仕林我借你斧子[阴险]
雇佣兵先生,男,黑龙江,妈的，当时学校封校，没在电影院看到真特么可惜[保卫萝卜_哭哭]
在哪晒太阳呢,女,山西,牛
麻袋里有麻友,男,江苏,这才是高雅戏剧艺术
胖猫尾,保密,安徽,喜欢看戏曲的应该喜欢，这种调调，恕我无法接受
青莲御风,男,四川,许仙一时的反应本身就十分正常，换位思考到许仙一个普通肉体凡胎的人知道自己枕边人是千年蛇灵(妖)，谁都会恐惧并本能的避开，这是人之常情。但许仙在短暂挣扎看到白素贞为了救自己不顾身孕和性命去闯法阵之后，毅然抛弃世俗和三界法则誓要与白团聚，这是要莫大勇气决心的。另外许仙并非承诺只守白百年，而是准备几生几世千年轮回都要来陪伴其娘子，这更非常人能做到可见其对娘子感情之深决心之坚，所以剧中所有人皆有情，许白之超越种族的恋情更是做到了感天动地，情字展现的淋漓精致正是这部剧情节极为出众的地方。
嫔,保密,广东,[大哭][大哭][大哭][大哭][大哭]错过电影了！！！
兆献,女,河南,虽然但是，真的不太理解白蛇看上了许仙哪儿？[天官赐福花怜生日快乐_若鼬所思]
日落了但无人写诗,保密,陕西,我刚搜了一下：《白蛇传・情》的特效镜头占据了全片的90%以上，由澳大利亚、新西兰、中国深圳三地组成视觉效果团队共同制作，其中新西兰特效团队正是打造过《指环王》和《阿凡达》的全球顶级特效团队维塔工作室。用心和糊弄真的区别很大。不知道90%以上的顶级特效需要耗费多少金钱和精力。再联合影院的阴间排片，实在是有点担心入不敷出，甚至亏本量巨大。??
甲鱼不是鱼呀,保密,浙江,一部电影证明了很多事。中国有好演员，中国有好音乐，中国有好特效，中国有好审美，中国有好文化。
种猫得兔,女,安徽,来了来了~啊啊啊啊~
yoyoQiu2233,保密,北京,电影局总算是干了点好事
墨尔希思,保密,湖北,真美！值得一看！
