Column1,Column2,Column3,Column4,情感得分,情感倾向
欧阳陌灵,男,广西,晚了两年看的，真的很精彩，很棒。,0.9525977777500475,积极
酸梅汤哪里去,保密,辽宁,早在电影宣发的时候，就很期待它了，毕竟近年来戏剧电影很少，最常看的都是五女拜寿这些老片子了。并且粤剧在我们这边受众不多，剧院里常见的剧种是京剧黄梅戏。所以超级期待去电影院看粤剧电影。但可惜电影上院线的时候，我们这边排片特别少并且时间地点都有些偏，没能够直接去影院观看。如果有重新上线的机会，或者有新片子，一定会去电影院捧场去??,0.999999991643434,积极
小摸尼,女,福建,太短了[大哭],0.41271786502080265,消极
Oliver148,保密,广东,好正！!,0.7212887312330736,积极
_麻雀_,女,湖南,好美好美！,0.9627999660405275,积极
阿逵女,女,未知,哭死了，白素贞柔情婉转，小青俏皮灵动，人物形象甚是浓郁，超级喜欢[爱心]#白蛇传·情#,0.9334972187814542,积极
哦豁伱蒸糕,男,陕西,太牛了，飞行有音爆,0.07722597631363726,消极
朋也同学想吃面包,男,广东,看这电影想起梁祝了[大哭][大哭]也是不错的电影，,0.9998907347676435,积极
多么哇塞地姑娘,女,河北,没看过的风格，画面太美了,0.8038175596961561,积极
轩辕艾珊,保密,浙江,这部剧上映的时候我竟然不知道，大陆的宣发真的该死啊[大哭],0.8960590798197205,积极
我们七斋都有病,保密,上海,昨天去看了现场，嘿嘿。各位老师都超级棒！,0.9585094760439928,积极
厌世迷城,男,安徽,为啥我觉得这特效秒杀那么多高经费大片呢,0.12127353347798109,消极
月下美男666,保密,广东,一部完美的粤剧电影，千年粤剧就应该用新的方式，要新瓶装老酒，酒香方可传千年！！,0.9901206062827239,积极
x半夏微凉冣,男,上海,都以为法海是白素贞的劫难。其实许仙才是白素贞的劫难，而法海才是那个拯救白素贞于劫难的机缘啊,0.9953715430794016,积极
阿一耶耶耶耶,保密,广东,无奖问答 小白是白素贞 小青呢？,0.3511082219470252,消极
米果一只,保密,广东,23.10.23前天刚看了舞台剧，又回来重温一边经典[支持],0.8244944868470354,积极
花花啊是只猪,保密,广东,刚上映的时候在电影院看的，第一场，当时入座率不是很高，真的很好看很震撼，值得二刷，然后有幸看了舞台版，也超级好看，各有千秋，也很值得现场看，如果舞台版和电影版都很值得反复观赏，推广了粤剧，让传统文化没有走向没落，真好,0.9999999979436576,积极
兔子先生9326,女,广东,今天深圳南山万象天地有一场排片可以去看,0.8185100122503686,积极
春风古茗,男,广东,怎么一卡一卡的,0.24477453484095735,消极
GlT,保密,广东,今天看了现场版的，就问一句，能不能联合b站出个官摄[大哭][大哭][大哭][大哭]真的好好看啊好好看,0.8416340996449297,积极
MantisOfficial,男,海南,??,0.5254237288135595,积极
适晓晨,保密,湖南,在做这个英译研究 但是英文字幕都没有,0.8830419720912512,积极
是绿树呀,保密,陕西,太好看了，看完了，欠你一张电影票，绝美的中式风情，情愫缓缓诉说与我的感觉，如此细腻。水墨审美真的让我的眼睛得到了洗礼，希望多拍一些这样的作品。,0.9999839297707481,积极
树起凸,男,广东,建议大家屏蔽3级以下包括3级的弹幕吧，你会发现少了好多弱智发言，弹幕瞬间清静很多,0.5316352010996245,积极
古靥大小姐,女,广西,好想在电影院看啊，三刷了，虽然是耳熟能详的故事，但就完全能让人沉浸其中，太棒了,0.9989365703792177,积极
独立团一营长张大喵-,男,上海,上海天蟾逸夫舞台9.29的剧，有没有一起去看的呀。,0.8459524034181484,积极
赤橙黄绿青蓝紫的花,保密,广东,好看,0.7112462006079026,积极
绯大帅鸽,男,山东,果然，看金光的都喜欢看这个，我看弹幕看到好多同好哈哈哈哈哈哈哈,0.9992493859910305,积极
壹滩熊,男,山东,很棒，只是中国人年轻人缺失了对中国传统戏曲的审美，致使戏曲只存在于老一辈的记忆之中。很高兴现在还有这样一批人能拍出这样的片子，但是也没什么需要担心的，毕竟，B站的各位给出了9.9的评分，说明我们的年轻一代认可这些，我们未曾远离中华传统（因为被殖民过，出现过文化危机，所幸不曾有过文化断代）。相信我们终将还是我们！,0.9999999999998099,积极
赫連清子,保密,广东,广东人看得津津有味，剧情对白太感人了,0.996284079696348,积极
小刊的分身,保密,河南,小白仙山抢灵芝那段，弹幕有人说高考前早恋的危害，给我笑拥了我天呀哈哈哈[喜极而泣]要不要那么贴切,0.9998453542156572,积极
最痴君,男,陕西,孩子是什么时候出生的？,0.8996121484548385,积极
Y假不正经,男,广东,情不知所起，一往而情深[tv_大哭],0.9380724717315554,积极
一个如花似玉的诗人,保密,浙江,好剧啊,0.9716843404415578,积极
我只是一个小小孩,保密,江苏,这不比京剧好看？就是遣词造句和普通话有点不一样，听不懂,0.9467494731107644,积极
伊巴谦莫域,保密,广东,从不看粤剧的我，竟然全程看完了[小电视_赞],0.7982617079759213,积极
文文他爸,保密,上海,"真美意外不知道说什么
[星星眼][星星眼][星星眼]",0.9627839722781687,积极
鷇音_大道之声也,女,广东,我在戏曲台看过，很喜欢这一版,0.8415858005627088,积极
狄穆岚,女,河北,小青看许仙：糟蹋姐姐的猪/许仙看小青：年轻的丈母娘[doge][doge],0.9896130491812829,积极
awsl多少次,男,广东,村里这几天请了省二团 隔壁请了省一团,0.18932069887018343,消极
feipeng188,保密,广东,这部片我当时在电影院连着两天看了两遍,0.5381424372958558,积极
黑龙噬魂,男,湖北,我想说一句啊。从一开始白蛇与许仙的缘就是白蛇强求而来，之后还把许仙吓死了一次。有人肯定要说，因为许仙买雄黄酒给白蛇喝了，才会现出原形。但是许仙又不知道他娘子是妖变的，雄黄酒古时人们认为他有辟邪补身功效。许仙买雄黄酒给娘子喝。本就是好意。哪知道自己娘子是妖啊。当时就被吓死了。其实到这里来说缘分其实就已经断了。人都已经死了。白蛇到仙山上摘取灵芝把许仙救活，这已经是逆天之举。之后许仙因为吃了千年灵芝，可以感知到白蛇的本体。又听到他人在说娘子可能是只蛇妖，心中很是疑惑。才去找法海求得答案。之后便被法海带去寺中断却这段缘分。然后就是白蛇带着青蛇。想把许仙带回来。然后就跟寺庙里的那些僧人打了起来。有罗汉的屋子的时候，许仙那时正在被度化。那个阵法凡人是出不去的。之后许仙看到娘子受伤想出去。怎么也出不去，拿头撞也出不去。然后就是白蛇身受重伤。躺在西湖岸边。青蛇说他负了白蛇，但是白蛇没告诉他，她为了救他去摘了千年灵芝，还受伤了。许仙根本不知道这一切。之后小青才说出了这一切。许仙这时才知道。但大错已经铸成。天道为他们的情悲悯下雪，但是白蛇用大水淹山造成生灵涂炭被天雷劈是免不了的。被劈死是绝对的。只不过有人帮她挡了一下。然后就是镇压在雷峰塔下千年。许仙也在雷峰塔边陪着她，直到老死。[呲牙],1.0,积极
火锅里不放肉,保密,上海,没想到能看到如此精彩的戏曲类电影。,0.8835660123296235,积极
y1mo_,保密,四川,太棒了！！,0.7836782057411061,积极
是裤裤不是酷酷,保密,广东,广州老实人表示打小就不喜欢粤剧，但是如果粤剧以这种形式表现，真的很容让年轻一代接受并且喜爱，梁祝聊斋木兰孟姜女安排一下啊！！！很喜欢里面的一句台词：谁的情话，流传人间（千年）~[脱单doge],0.9999854792775569,积极
闻蝉但益悲,保密,江苏,恋爱脑引发的悲剧,0.9972381702245403,积极
Aaronyl918,保密,福建,9.9 分，我想知道吗 0.1 分怎么扣的[doge],0.2151798535607935,消极
博物小生,男,广东,问世间情为何物，直教生死相许。在纷繁复杂的当下，我们听多了出轨、离婚、抛弃，对真情失去信心，只能用华服、豪车等外物安慰躁动却又无奈甚至受伤的心，今日赏佳剧、忆惊情，愿每一位观众朋友都能一生一世一双人。,0.9999999999999625,积极
方正杨,保密,江苏,这特效风格  相较于比起现在这些年层出不穷的古装仙侠言情剧  精致逼真多了～～,0.9999979940324804,积极
keyong1050,男,广西,今天不知道是第几刷了[微笑],0.6017034129944474,积极
sonasu,保密,广东,马娘可以，猫娘可以，犬娘可以，蛇娘为什么不可以[傲娇],0.731855756430202,积极
卖火柴的红萝卜,保密,上海,没啥文化，只能说一句，真美,0.5134991867946581,积极
墨墨水水,女,广东,好看，水墨风好美啊[打call]第一次看粤剧电影,0.9859116122552578,积极
小屁孩爱吃鱼,保密,湖北,曾小敏老师真是非常潮流的戏曲人!,0.9831581401873478,积极
莫妮卡卡哒哒,保密,广东,好美[大哭],0.9579807358950818,积极
栖霞之,女,江苏,啊？戏曲片不是都这么拍吗，我还以为拍摄方法多新奇，特地来看。。,0.9492360538559133,积极
咸鱼们的老大,女,广东,这版的法海与白青两姐妹只是立场不同，法海是真的有出家人的慈悲在的,0.9899210028126008,积极
BeCrazyDevil,保密,江苏,这部电影不能投屏，哪位uu知道是为什么，其他视频都可以投5555,0.7824353265314843,积极
吖布Andrea,保密,广东,太拖沓了，真的太拖沓了。剧情造型演技都很好，但是有些地方好能拖。看着好累。,0.9462329035732209,积极
春林雾,女,四川,呜呜呜，美呆了,0.8803008685368913,积极
灰常海海,保密,广东,电影的舞台效果就已经炸裂了，我小时候就是跟着奶奶去看了不少戏剧，这台粤剧迈出的步子很大很大了。这个比迪士尼的伪中国风动画，不知道纯正多少倍呢。,0.9999377222715208,积极
钱小妞淘气,保密,山东,2023了我还在看，希望下次能在电影院看新片，太好看了,0.9033854815612588,积极
岸久久久久,女,上海,太遗憾了，没能在电影院看到,0.25238539010821925,消极
刚才驱之不散把,保密,广东,好看呀，兄弟姐妹们好看，老少皆宜的优秀作品啊，真的是老少皆宜，真的好看，仅此一份,0.9953580625854402,积极
甜笑为别,男,未知,21年的时候，有幸在电影院看过[呲牙]，那一场人也有三分之一,0.024228161066584875,消极
西山大树,保密,湖南,除了戏曲电影，哪还有电影让我们台词都背下来了还在一遍一遍刷的,0.9951686819392548,积极
苏溪汀,保密,福建,真不错,0.8632519542194063,积极
joyjoy103,保密,北京,希望潮剧也能搬上电影屏幕,0.9696565956130097,积极
子瞻约我BBQ,保密,浙江,太美了[大哭]表白白姐青妹[给心心],0.9391955521397566,积极
ParisHill,保密,广东,[辣眼睛]早七点还有八个人看，这句上头几年啊看来,0.7491832417365879,积极
141麟某人,男,山东,各位兄弟姐妹，法海是金翅大鹏的转世吗？[脸红],0.2807032538608193,消极
玉广文俊,保密,广东,非常喜欢曾老师,0.9824938276375704,积极
路远有江莱,保密,河北,好看[打call],0.6892074482293215,积极
不可爱就不可爱,男,浙江,我记得，青蛇貌似刚开始设定是公的吧[滑稽],0.989061744616905,积极
晴开咸阳雨落长安,保密,重庆,千年蛇妖人避嫌，唯有许仙相爱与。若恐千年等闲之，诺你千年相约之。,0.9990453304300507,积极
长岛冰茶er,男,广东,不愧是院线版，视听表现太高级了,0.9764381129802704,积极
萨埵十二惡皆空,男,北京,难道我前前前前前前世就没救过小动物吗[酸了]，这么久了怎么还不来报恩[热词系列_锤],0.9684888353239366,积极
啊呜三大口,保密,安徽,佳作中的佳作,0.9970989723721277,积极
沧梦妖心,保密,湖南,这是？,0.5262327818078083,积极
小泓爱唱跳,男,广东,这个字幕能调大点吗，我在给我奶奶看，但她有点看不清字幕,0.0076872808164586415,消极
BulaChiang,保密,山西,太美了，从头到尾就是一个美字,0.9137513470778988,积极
猪突猛进123,保密,河北,水漫金山在石头上定格动作时间太短了[大哭]帅的有点看不够,0.9358543794241612,积极
御坂9993号,保密,安徽,"把戏曲搬上大荧幕，利用特效打造超一流的视觉听觉盛宴，舞台上短短几步不在是幻想的代表，而是荧屏里的千山万水。几句独白不在是无力的默念，而是唯美动人的画面。
这部白蛇传一改所有版本的人设和台词剧本，一言一行暗含道理，一字一句关乎逻辑，妖怪和得道者不在是苍白冰冷的代表，凡人也能在仙佛面前有自己的一席之地。
不仅真正的发扬创新了传统戏剧文化，更是把一个普通的爱情故事升华，整体水墨风的特效别具一格，每一帧都是壁纸，无论演员功底还是服化道，都达到了国产电影的巅峰水准。
这部白蛇传堪称新世纪的经典，文化瑰宝。[热词系列_三连]",1.0,积极
邵思逢,男,广东,之前好像是单独购买的6块钱,0.35806592308023866,消极
配音的banana,男,辽宁,艺术啊，这就是艺术啊,0.9829407374692493,积极
kuailelibl,保密,江苏,好剧好电影,0.9953826019604098,积极
北方游侠x,男,内蒙古,纯路人，只听过几段京剧，但看到这样的表现形式很开心，感觉非常棒！还是艺术工作者们严谨，细致，有想法，有诚意，相较于娱乐向的影视剧作品来说，好的不是一星半点，值得认真看，反复看，希望这样的作品越来越多，把更多的戏剧带入大家的视野中，特别是带给年轻人，特别是下一代！真正的与时俱进，传承下去！,0.9999999999992966,积极
流星之绊1993,保密,广东,留个名，很好看，我想起了一个姑娘,0.9469221237649599,积极
噫噫噫噫咦弋,保密,广东,好看好看，跟我妈看到了十一点[打call],0.7400649092154536,积极
otlzzqq,保密,重庆,100分,0.4555799615340299,消极
凌星月,保密,四川,所以就是角度不同心也不同，纣王知道妲己是妖就算她祸国殃民依旧给她万千宠爱，许仙知道了白素贞是妖纵使白素贞一片真心他还是马不停蹄的去出家,0.9999988377662158,积极
野生宁崽,保密,北京,白蛇传为什么是中国四大民间传说故事之一，就在于仅仅一个一人一妖的相恋故事，故事涵盖范围却包含了反抗封建礼教、缘起缘灭的宗教探讨，众生与私己的价值取舍，人情与法制的对立统一，而且探讨的淋漓尽致,0.9999999977550624,积极
梅諒医酆凢,女,湖南,好看,0.7112462006079026,积极
把美梦捕捉,女,陕西,"我真的可喜欢白蛇传吧 从小就对白蛇传印象深刻 我还迷迷糊糊记得小时候白蛇喝下雄黄酒露出原型摇着蛇尾巴的样子 真的印象深刻 不过那时候还不懂什么白蛇传里所说的爱 现在呢稍有一些自己微薄的体会
先说白蛇吧 我觉得白蛇是一直被歌颂的最深情的角色 事实上确实是这样 没有人能比白蛇更理解所谓的爱 她轮世千年 与许仙续缘 不知结果如何却能够赴汤蹈火 真的可敬 她不吝啬千年修行只为与许仙再论前世因果 再看西湖畔水  冥冥之中定下的缘分使她不惜喝下雄黄酒 她甘愿取灵草救许仙 甘愿自损未来被雷峰塔镇压  即使面对许仙对爱情的懦弱她也能够磊落坦然的接受 她不怪罪许仙 只笑着哭着说这是自己命里的劫 呜呜呜我的白蛇姐姐 她寻求爱 光明且大义
然后说青蛇 我觉得青蛇的角色刻画的很棒很巧妙 青蛇只有百年修行灵窍未开 我以前看的时候总觉得青蛇做事太过鲁莽太过轻浮 但现在想想她作为一个小妖精 能懂什么世贤圣理呢 她只不过从她的角度去真心实意为自己的姐姐考虑 即使水漫金山前途未卜也甘愿前仆后继 她不懂人间清欢 却清晰的了解她与姐姐的情谊(有时候觉得我就是青蛇hh)
再说许仙 以前觉得许仙可软弱可没担当 而且看影视弹幕评论也都是这样评价他的 但我如今却觉得 许仙是我们每个人切切实实的青春刻画 他与白蛇的相遇只是在他这个世界里的机缘巧合 你让一个凡人一微芥子去理解白蛇的缘吗 怎么会懂啊 你若遇见妖你心里不会胆怯不会害怕吗 他在法海劝说下去做和尚 这正是以他的方式去了结因缘去填补自己的内心 他做的是不完美可最终不也成全了和白蛇的相爱吗 我觉得大家评价不要对他太过片面刻板 轻点批评他
最后说法海 法海代表的是守护人间秩序的佛祖 他不能全部说成正义也不能全部说成邪恶 他就像阴阳二面去安定人与妖的界限 都说法海不懂爱 他确实不懂 他只是去完成他自己应尽的职责 不过他拆除白蛇许仙的手段确实太过冷血(当然这是从个人的角度里看的)  他以他的方式去维护人间 毕竟人妖殊途天理难为嘛 有些版本里刻画当他遇见这段与世俗欺诈伪善不同的爱时  他也会动容去放下自己的成见 去成就这一世白蛇许仙的爱恋
(???ε???)就写到这了 期待我以后能从青蛇成长为白蛇",1.0,积极
qq22qq2q,保密,河南,青年艺术家，名不虚传,0.9951632955934088,积极
sarah丶Ang,男,山东,@Amby安心 看这个,0.6446622269570437,积极
天山罗老侠,男,山西,我就是为这部片子充的大会员,0.5672320715636506,积极
耍氓的小妖,保密,广西,比起那是三天的速成片，这个片真的不要太好，文化蕴含，历史，科技，演技，全部都有，真的是太震撼了,0.9977404857810359,积极
耍氓的小妖,保密,广西,真的超级好看,0.6452123476902283,积极
屠龙者难离渊,保密,海南,戏精,0.8784767356687044,积极
喜黑仔窝,保密,广西,封顶的艺术佳作，即是传统粤曲传承与创新更是与电影的完美结合。这样的结合让电影的每个镜头都是一幅画。真佩服电影创作者。期待下一部佳作,0.9999999931384784,积极
目标是发动地鸣,男,广东,白嫖大会员再来重温，4k+杜比真的无敌，眼睛耳朵都怀孕了[脱单doge],0.9781217018218796,积极
账号已注销,保密,福建,[给心心]喜欢小青,0.84983156407966,积极
最高宇宙,保密,贵州,这里的特效看起来，不知道为什么，我居然觉得比那些所谓的玄幻剧好多了,0.8704335878209958,积极
我的已梦想成真,保密,辽宁,疫情结束了，能不能重映呀,0.31140484763618015,消极
为了夜兔一族,保密,重庆,好剧，值得细细欣赏,0.9996055139036133,积极
一生一念一念一生,保密,山东,牛[给心心][给心心][给心心],0.9637895308515495,积极
sherrywax,保密,广东,全片最可惜的就是用了枯山水……,0.9653057306871242,积极
Ipanema7,保密,上海,巡演！巡演！喜大普奔，2023年10月29日，上海天蟾逸夫舞台，广东粤剧院来巡演《白蛇传     情》了，可以买票啦家人们??????????,0.7148641280439123,积极
有活力的的桂鱼松鼠,保密,山西,许仙劝酒那段第一次看的时候感觉好尬，但再看总是忍不住要多看两眼，感觉这段是全片最欢乐的，第一遍跳着看等第n次看，感觉这段好有戏的，根本不敢眨眼,0.9869998796745996,积极
有活力的的桂鱼松鼠,保密,山西,东北人听不懂粤语，第一遍看电影的时候，有时候要死死的盯着字幕，但真的很好看，身段唱腔，特效化妆都很棒，刚开始看不下粤曲唱腔想跳过，但剧情好精彩，不想破坏剧情连贯性，就想忍忍就过去了，但越看越好看,0.9998576649512227,积极
就如当年相笑时,保密,河南,彩！,0.9166666666666667,积极
祯礼在呢,男,河北,好听！,0.33333333333333337,消极
淡盐水,保密,广东,不是粤语版吗，怎么说话还是国语,0.21754697653647248,消极
翊杉,保密,吉林,难怪粤语歌好听，原来打根上粤剧就这么好听,0.1396292281165914,消极
车前子L,保密,上海,上个世纪也有很多好的戏剧电影，我是安徽人，记得小时候就看过黄梅戏电影天仙配、龙女，还有其他的歌舞电影如刘三姐，阿诗玛，只是戏剧没落了，这些也就没了传承,0.9999999969068425,积极
2013小小虫,保密,山东,"不落俗，不媚世。
多情生，无情止。",0.6296965964670277,积极
糙米水,保密,湖北,牛逼啊，这么好的东西我怎么今天才看到[大哭],0.8302223466662697,积极
摸鱼的数字君,保密,广东,白娘子和小青的衣服真的好看,0.6347302970062302,积极
枫影月夜,保密,浙江,可惜特效不是咱们国人做的。,0.7439348916130837,积极
枫影月夜,保密,浙江,画面牛逼画面牛逼。,0.8763476026149274,积极
虎虎虎猪猪猪,保密,广东,我在电影院看的[星星眼]，来小破站又看一次,0.3337634693499899,消极
青木白玹,保密,海南,石砌的塔有点尴尬,0.392586410637895,消极
白玄雲,保密,广西,超震撼[大哭][大哭][大哭],0.9760506437098564,积极
ssjxzl,保密,浙江,真的太棒了。。。,0.8862838221413167,积极
曾院长请收我为徒,男,江苏,最后一段，老泪纵横,0.6765978119441514,积极
楂阁下,保密,广东,纯粹、感动,0.7809973243776197,积极
黑山老妖聂小倩OL,保密,陕西,很遗憾我们的城市没有上，不过有幸B站看了好几遍，个人感觉这部电影最出彩的除了曾院之外就属王燕飞的法海了，无论从扮相还是动作设计他的法海都是排在前列的，他站在那里就像一个降妖除魔的大武僧，确实比剧版里的那个只会用金钵盂收人的白胡子老头看着更像是印象里那个不近人情的法海，当然赵文卓的“大威天龙”不算，那个需要先看一遍李碧华的原著小说才能理解的法海，,0.9999999999972735,积极
云开明月月高悬,保密,广东,好看,0.7112462006079026,积极
81611428144_bili,保密,吉林,太好看了,0.5375152786177115,积极
得之心而驭之久也,保密,四川,这部剧的每一个片段的背景纯音都让我想起了 老金,0.9995995702792474,积极
5184673,保密,天津,唱的部分让我很尴尬难受，，不知道为啥，换成念的是不是会好点，审美超级在线，一直截图[给心心][给心心],0.0065927840637275414,消极
copy_pink,保密,广西,从待你归来宣传曲来的好好听啊迷上了,0.7394894437834633,积极
桃沢治子,保密,浙江,好看爱看,0.8942313018668018,积极
RWBY丶飞羽,保密,山东,建议关弹幕观看，弹幕小学生是真下头，怪许仙的，怪法海的，就是没有怪白娘子的，因为人家是女的嘛，我跟你们说说它们怪的观点，首先怪许仙是因为什么呢，就是因为许仙知道白娘子是妖之后，出于对妖的恐惧，法海的强留，事后人家许仙想通了，对妖再次立誓不离不弃，唉，这就成渣男了，嘴炮了，我寻思这要是渣男，现代估计七八成人得送火刑架吧，再就是法海，水漫金山居然能怪到法海头上我是没想到的，我寻思你们斗法非得弄得那么浩大自己控制不了才行？水淹金山从本质上就是白娘子没把别的普通人放在眼里，为了许仙管他人死活，在这些人眼里那就是爱情太伟大了，要是被淹的是它们，我估计早就问候某妖18代了，还有说许仙耽误白娘子成仙的，我就无语了，我寻思不是白娘子先来沾惹许仙的？人家许仙要是娶个普通人哪来那么多难，又是被吓死又是被喷渣男，最后还得用一声在塔外守着白娘子，现代人的三观真让人不敢苟同,0.9999999988113484,积极
想取名叫阿让,保密,浙江,建议关闭弹幕食用[打call]真的是很棒的电影哦[给心心],0.9858308640806789,积极
无棱影子,保密,河南,看哭了，很美,0.9686444856682747,积极
我草莓发卡呢,保密,福建,太好看了。看哭了，太美了,0.8915570832035568,积极
江澨,保密,广西,真的没想到，居然那么美，太好看了,0.5885036222701187,积极
_天地无穷极_,保密,陕西,制作可以说很用心了。在电影院一刷，想起来又来B站刷一遍，双倍满足!,0.9687111910395578,积极
小羽wyc,保密,北京,都在叫人家创新 创新  中国多少老东西就是因为创新。然后搞得洋不洋中不中的四不像了。中国老祖宗欣赏了几千年都没问题 ，到你这来了 就欣赏一次就感觉要落伍了一样。,0.9999942563880068,积极
秋月0孝三,保密,河北,好看,0.7112462006079026,积极
楽幽鎏,男,四川,这才是有我想象中中国神话的样子，那些古偶剧真的提鞋都不配,0.7720433897903456,积极
德丽傻啊,保密,陕西,我大学那会我们要将作品。我就写了一个关于白蛇传的看法。我一直觉得，一个人都轮回转世那么多次了，性格记忆完全不同，许仙根本就不是当年救白蛇的人。只是白蛇报恩无门，执念放不下，把对书童的爱，转移到许仙身上了。而在许仙的视角里，就是偶遇了一个疯狂恋爱脑，然后也长的很漂亮见色起意,0.9999999989323369,积极
每天都有在学习丫,女,上海,非常优质的中国戏曲电影，表白啦[脱单doge],0.6231066059501066,积极
花紫凝,女,吉林,没会员看不了。。。,0.14618386051232646,消极
龏窵儞鬕?,保密,河北,雪没看明白，白蛇应该就两个选择也只有两个选择，要么入世失去法力，要么不入世继续修行，其他的影响只对许仙作用，许仙不在意，白蛇带法力入世就像在古代有核弹一样，一个不在意的举动就会影响世界平衡，盗仙草就体现出来了。。。,0.9999999994135385,积极
okaaaaaaaa_,保密,广东,五一带朋友游玩广州，经过荔枝湾的粤剧舞台，看到乐队和演员都是六七十岁的老人家了。虽然正值公众假期围观的人不少，但是外围驻足多是路过凑热闹的游人，匆匆拍了下照就就会离开，真正认真看的也只有头发花白的老人。当时就在想再过十几二十年，当这些观众或者演员都听不动 演不动的时候，粤剧会不会更加衰落了。而自己虽然是广州人却从来没有好好了解过粤剧。所以过来看啦~ 先迈出第一步，再慢慢了解，争取之后还可以给别人介绍我们的国粹。[打call],0.9999998957115468,积极
Boundary5671,男,福建,好电影，台词也是字字珠玑,0.9883496748275463,积极
PAP_岚出山,男,江苏,给大家科普一下，这是戏曲，是假的，有艺术成分的，在外面轻易不要去搂别人，等人家摔完了考虑考虑再扶起来,0.9967325285467186,积极
赊120贯,保密,河北,我就想知道，这样的电影，为啥我都不知道，连广告都没，亏死了，我想花钱[大哭],0.005632473114433378,消极
鸣水非灡,保密,江西,闲来无事，勾栏听曲[doge],0.41848870181509856,消极
bili_14344612,保密,云南,这算是中国影史上最高雅的艺术呈现了吧,0.999217907946396,积极
谢羲,男,湖北,好看。不过粤剧里比起“他”我更喜欢念“佢”,0.9863568129158685,积极
本昵称未注册,保密,广东,大会员来也，免费看[doge],0.648834630805372,积极
花开木兰成诗,保密,福建,演的太好，太美了，2023年才知道这部，呜呜呜还好遇到了这部，不然错失好剧啊！,0.9944735888935117,积极
文件传输小助理,女,广东,小敏姐，曾院长，另粤剧院（红线女中心）就系我公司附近喔,0.8909818670311384,积极
藏起来的夏天,保密,海南,我2023年才知道有这部电影[笑哭],0.9473045387724586,积极
绿一黄七,保密,广东,总是在说白素贞恋爱脑的人好烦啊，根本没有认真体会白素贞的人物情感，只是自我意识过剩的把自己的想法投射在白素贞身上。人家白素贞修炼也就是所谓的搞事业，就是为了续前缘好吗。,0.9997868997066816,积极
htlyjy,女,北京,[猫咪公寓_再来亿遍],0.9050392081905628,积极
老铁歪了,保密,广东,好像回到了和奶奶还有老豆一起看粤语碟片的时光[星星眼],0.9133583949451375,积极
jeclove,保密,广西,希望以后多出些这样的粤剧电影，一定去电影院支持,0.8967040239306867,积极
jeclove,保密,广西,当时特地和我姨妈去电影院看的，她喜欢看粤剧，那时她看完好喜欢。,0.9006003648051153,积极
M0M0_1oo86,保密,四川,这就是传统戏剧吗～每个角色都逻辑自洽，每次人物的交锋都不刻意抓马，而是先淡定理性地辩一辩各自的道理，无论什么样的小角色都能平静地唠两句自己的真理。如果传统戏剧代表的是真实的古人风骨，那咱们古时代是真的真的很浪漫呢[嗑瓜子],0.9999999861449707,积极
