Column1,Column2,Column3,Column4,情感得分,情感倾向
澡盆王,保密,广东,我个人觉得不错的电影，戏曲表演白蛇传用电影拍出来。有戏曲里面的古典美，和戏台上想表演出的那种特效感神仙感的不足能电影表现出来。戏曲是中国传统娱乐，要说这个不好那就数典忘祖了。你可以说看不懂，但不能说不好。中国可是有粤剧京剧潮剧等等很多的地方戏剧。,0.999999999947756,积极
机智的猫君,保密,江苏,我记得早期白蛇传里的许宣特别狠，把从法海那拿来的钵盂在后面偷袭白蛇。故事慢慢演变成了现在的样子也是有趣。,0.9999827291020716,积极
Adistant,保密,广西,恭喜获奖[打call][打call]给过电影票啦！今天再来刷一遍吧！！,0.20010825976089353,消极
大玉乐哥,保密,湖北,可以，赞??,0.9176294626256368,积极
勒蒂芬-詹里,保密,湖南,一千年后白蛇从雷峰塔出来注册了b站，看了这部白蛇传，看哭了[2233娘_大哭],0.9982823127729954,积极
zxfLoveWD,保密,浙江,非常好的创新，老少皆宜！,0.8795373917260394,积极
独立摄影师pro,保密,广东,恭喜粤剧电影《白蛇传·情》荣获第十九届中国电影华表奖优秀故事片奖！[星星眼][给心心][星星眼],0.9996899741378441,积极
碧荷叶cy,保密,天津,恭喜获奖！电影院看过了[呲牙],0.9291113911865445,积极
rehellorin,保密,江苏,我一直念错 白蛇 传情[春季特辑·鹿鹿套装_害羞],0.9999197036767913,积极
雅澈拾真,保密,广东,恭喜获奖啦[打call][打call][打call],0.7752362226710803,积极
酒逢知己饮中仙,男,重庆,必须收藏,0.7341040462427746,积极
黑皮农妇在线做法,保密,湖南,23年又来重看一遍,0.5584987216305505,积极
李大贡,保密,北京,不好看呀这白素贞,0.47064760663428895,消极
帅气的李自炫,保密,湖南,留个脚印证明我来过[脱单doge],0.2691154449119041,消极
小花谷丶栖眠,女,广东,曾小敏！我高中母校的校友[大哭],0.9508443595348127,积极
小众妞儿,女,安徽,[酷仔],0.8739332821817111,积极
折墨_,保密,湖南,其实我看剧情一切正常，直到弹幕出现了一句，大概是你老公老婆是蟑螂的这样的话，我当时脑血压都起来了，我要是许仙，我老婆蟑螂精，什么山盟海誓看我捅不捅你就完事[笑哭]果然立场一替换什么情况都能说得通了,2.2498351905930747e-06,消极
风霜雨雪六十年,保密,广东,我真是无语疯了 剧中的姑山水还有人帮着求情  我只想说你有就是有没就没 有就是不行 不容狡辩 本来自家传统的展示空间都被挤压成啥样了 还在当老好人为他者求情 你每求一次文化复兴就慢一大步,0.05577902364184906,消极
黑眉锦蛇,保密,广东,"镇江金山咋老说西湖[藏狐]
你把西湖水整个抬起来都形成不了几十米的巨浪，镇江以前就在入海口，海边上不远，设定的就是海浪。金山海拔四十多米，长江的洪峰都做不到淹没金山。。。
水漫金山的雏形大概是在雷峰塔奇传，形容的是“倏忽，满地滔滔银涛雪浪，淹没金山。”
关于颜色，佛教五色象征里。黑（青）代表“定，伏，诛，怒”
黑罗汉是伏魔大阵，法海的钵和禅杖是定，后面的放大就是魔性（本体）激发后的三合一大招才能击退白素贞[藏狐]",0.7820884702662496,积极
车子厘1,男,江苏,太美了,0.7401846550314694,积极
无聊人士他哥,保密,江西,突然想到一个搞笑的，如果白娘子属于旱蛇不会游泳，许仙那样放生。。。哈哈哈,0.9419083914761778,积极
小蝶桑,保密,河北,嘎嘎好听嘎嘎美，给我非常大的震撼,0.9952445604432777,积极
泡泡茶壶pooo,保密,广西,要不是老师推荐，真的错过了这么好看的戏剧了，真的很好看,0.9995016500705899,积极
飞跃青云端,女,安徽,好剧,0.9716843404415578,积极
资深吃货梨,保密,广西,第一次看粤剧，音乐真的好听，太喜欢这些演员啦。感谢你们,0.9255448857101183,积极
莫笑同舍生,男,广东,好看，推荐。[微笑],0.9516760041143378,积极
诗茶学生3337,男,河北,根据诗茶评分，8.3分。我佛慈悲！,0.9993574952960622,积极
bili44362119809,保密,广东,以前总觉得粤剧是一群红红绿绿的脸谱人，翻一堆不知道为什么的跟斗，唱一堆听不懂的词。看了这个才知道原来真正的粤剧艺术家文能镜头怼脸眼神演戏，武能水袖卷灯秒杀替身。过硬的演员+白话的唱段+随心境变化的道化服+诚意特效+国画背景，每一点都戳中我，其它古风偶像剧真的被秒成渣了。,0.9999998912544347,积极
太医药好了没,保密,广东,真的要为曾小敏曾老师大力点赞，全片一个多钟看下来，我之所以没有因为戏曲本身的拖沓和缓慢的节奏感到困乏，要归功于曾老师惊艳无比的唱功和演技，文戏方面，曾老师的唱腔圆润而甜美，婉转而缠绵，堪称余音绕梁。让我听的如沐春风心旷神怡，是一种享受，配合上她细腻而丰富的面部表情，演技好到让我全程没有跳戏。而打戏方面也能看出基础功很扎实，在昆仑盗仙草一人打鹿童和鶴童的戏份白素贞挥剑挥的凌厉干脆身姿舞的有模有样。飘然若仙，一句话概括，能唱能打又有演技，难怪能当上院长以及国家一级演员，反正看完这部电影后我发觉自己好像被她圈粉了[打call],1.0,积极
太医药好了没,保密,广东,真的良心电影啊，不明白为什么票房那么低，这不比那些圈钱电影好看的多，真的后悔没去影院,0.3145029356631972,消极
竖起的中指,男,黑龙江,这部电影诠释了什么叫做 第八艺术 。。深深的为这部电影感动。。,0.9999585560895046,积极
碱士丙走,男,浙江,确实好看,0.807275832163921,积极
日光晃晃,保密,云南,这部剧值得9点9分，甚至可以更高，无论是审美，还是人物刻画，还有对情和理的理解，包括粤剧的展现形式，非常值得一看,0.9999924105517544,积极
一条小雨仔,女,江西,真的很好看,0.8660387744149789,积极
cossbow,保密,四川,孙悟空都见不得法海这种人,0.20075906284137335,消极
暮岁拾七,保密,浙江,[2023],0.5,中性
原来是空白啊啦,男,广东,这部电影的全部，包括它的文字、背景音乐、画面等，都在讲述着这个拍摄团队以及演员的深厚功底。电影中没有提到一个爱字，却把爱字覆盖在了整部电影之中，包括从相遇的时候产生的情，到相守之后得知白素贞是蛇后，许仙依然能够承认白素贞是他的娘子，以及包括当中白素贞为许仙求仙草、水漫金山等，都在述说着相互的对对方付出，包括最后许仙在塔前守她一百年，都在诉说着，两个人的感情必须是要两个人共同付出、以及共同守护的。没有单方面付出的感情，只有互相的作用才叫做情。太过直白的说爱我或许不太喜欢吧,1.0,积极
蒙蒙青色烟雨天,保密,北京,我就学会一新词：愣头青[辣眼睛],0.9022655596162592,积极
StMuye,男,福建,"5.1在厦门嘉庚剧院看了舞台版，意犹未尽特来再看一遍剧场版。真心推荐大家去看舞台版！
1.满分现场，值得多刷。不知道是不是因为有资助，前排最好位置只要380元！我看到后边直呼这位置卖我680都应该。
2.服化道具和制景都非常精细美观，仔细看演员的不同戏服装扮的我内心不住赞叹。
3.台词戏词写的太好了，因为以前没有看过粤剧，以为听不懂会不会全程懵逼。实际是边看表演边疯狂看字幕。台词和戏词的表演处处是惊喜，多次让我有黑暗处掏小本本速记下来的冲动——“至真至善至美，实乃情之所至”，“人若无情不如妖，只要有情妖亦人”，“谁的思念，暖了春天，谁的挂牵，永驻断桥边，谁的誓言，风里听见，……”
4.因为没看过电影版，不知道表演上区别大不大，不过舞台上的表演看的实在是太过瘾了，白素贞的扮演者曾小敏戏码给的足，表演功夫非常到位，各种情绪表达细节在前排看的清清楚楚。小青的扮演者朱红星给我带来了诸多惊喜，一些戏份我觉得要不是她的表演，都不能称得上精彩。其实在白素贞和许仙的表演时，小青几乎没有任何动作，有时还是背身。但很小的一些肢体语言都在表达她的内心活动。
5.音乐设计的很好，对舞台情绪渲染的帮助特别到位，尤其是水漫金山后许仙在断桥上一声“娘子”，加上当时配乐，直接把我喊泪崩。
6.感谢所有的老师们，这是伟大的作品！",1.0,积极
栀子徒,保密,河南,戏曲和电影的结合啊，这个算是比较成功的范例了吧，特效到演技都可以诶,0.9545829690346966,积极
cossbow,保密,四川,为啥喜剧喜欢反串呢？,0.15874658269602138,消极
黑橡果,男,河南,啊?之前不是要钱吗，怎么免费了,0.2603593851139896,消极
我詹goat,保密,广东,还好是粤语，要是国语就毁经典了,0.7840535595526731,积极
dzhy0426,保密,湖南,才知道有这个电影，回家再看了,0.8381778673376056,积极
QWQbcaa,保密,江西,厉害！,0.35964912280701733,消极
小啊啊哟,保密,江苏,这才是艺术品,0.740275619989471,积极
图坤,保密,湖北,京剧也这样改良多好,0.9444202037528037,积极
雁云玦,保密,重庆,这么棒的电影，为啥我们这儿没上映啊！[大哭],0.755650159646803,积极
疯行著,保密,甘肃,在线鼓掌[鼓掌][鼓掌][鼓掌]  好！！！,0.7990968941503866,积极
百词斩真棒,保密,广西,两年前在电影院和对象一起看的，看之前感觉可能会无聊，但是开始看之后就感觉无尿点，真挺好的,0.8777010334671866,积极
87498701016_bili,保密,广东,"新古典粤剧《倩女幽魂·爱》曲词一如既往啊，编剧和作曲还是同一批人，品质还是有保证的。

忘川河畔，奈何桥边
我泪水中映着你的笑面
随月光渐远
仿佛一场梦境
杜鹃也不见
唯留泣的弦，声声诉说
我泪水中映着你的笑面
随月光渐远
声声诉说，想你年年",0.9999999994245072,积极
小胡子bu爱吃豆腐,女,广东,这个画面好舒服啊,0.8296125488883606,积极
千色花火,男,广东,不错  挺好的,0.9642527132595317,积极
小小_陈陈陈,保密,贵州,这才叫文化自信阿！融合通俗元素，影片唯美动人！,0.9998047293520469,积极
包子面条饺子,保密,北京,不错呀。。戏曲加现在的效果。。很好很好。。怎么现在才传上来。。这个就像以前的，那部戏曲白蛇传电影似的。。,0.9817203586054917,积极
王一一Sylph,保密,天津,好美??,0.9117078135289416,积极
你很礼貌吗,男,上海,小青这个版本结局不太明白。有好几个其他版本。有惨的结局雷峰塔同时把青白蛇都压住了的直到西湖水干雷锋塔倒塌才能释放。有好的结局白素贞生外小孩是人形后，法海醒悟就不继续攻击白素贞了，然后白素贞将毕生修炼传给了小青，小青就去拜南极仙翁为师修仙了，白素贞被镇压在雷峰塔下后许仙扫了七百年然后雷峰塔倒塌了。还有一个版本小青、白素贞和许仙功德圆满，一起飞仙了，还没忘携手法海……见于《新白娘子传奇》。这圆满大结局无疑加入了那啥元素。个人倾向于现实主义的话，小青必是爱憎分明、聪明勇敢、忠心大义的形象，会有个圆满结局，民间之善得到飞仙是最起码的结局，白素贞确实因为太动情没法成仙就变成雷峰塔永远留在世间，许仙永远在扫。,1.0,积极
杀大腿,保密,四川,哭晕在床,0.3525507667677801,消极
阿德里星男模上将,保密,河南,@河南卫视 血书求豫剧版也出一个类似的电影[给心心],0.8974272695801441,积极
原来是恩静啊,保密,吉林,中国历史上第一部电影就是戏曲片《定军山》，戏曲是我们的古典文化，告诉每一个中国人我们的精神，我们的心灵，我们的所思所想，是从何而来，知来者，可往八方。,0.9999290604049417,积极
孤影寒江11,保密,湖南,不错，比起现在那些影视剧的演员拍的好太多了，建议那些导演多请点戏剧界的老师去多拍些古风，仙侠，武打动作戏，他们的身体动作，眼神，面部表情，对人物刻画都比较好,0.9999998323765261,积极
白日何短短日白,男,江苏,那个。。。什么时候拍梁祝。。。求你们了孩子真的很想看梁祝??,0.9969792585738938,积极
维维三岁了,保密,湖北,电影挺好的，唱的和武打都很漂亮，我只有一点疑问，结尾的时候小白决定留在人间，但是小青还是想继续修炼早日成仙，小白为什么要多问一句，把小青也留下，你对人间有留恋那你留着，为什么要把小青也留下，别说是因为姐妹情深，人的一生最多不过百年，对于妖来说也不是特别长，小白明明清楚修炼成仙才是她们的正道，她自己贪恋人间不想修了，所以把小青也拖下水？？？,0.9999967397096197,积极
畜生是江阳沽酒客,保密,四川,这拍的真好！比张谋财之流好多了！请加大力度！点赞点赞,0.34225901211813314,消极
黄昏七点半,保密,云南,哇，这画面和布景好美啊，滤镜也舒服，真的美,0.9916407710290093,积极
进可攻-退可受,保密,黑龙江,说实话，没有那么高深的文化底蕴，属实对这种的风格无法喜欢。,0.9415536048285535,积极
共和国的小黄花,保密,青海,太美了,0.7401846550314694,积极
我也没有六尺高,保密,广东,头发和衣服都好长,0.6366141966701178,积极
一刀郎一,男,重庆,三连回血！支持好作品,0.8180110707145821,积极
祺馡宣,保密,广东,即便是戏迷，很多对戏曲电影的印象还是停留在传统层面。还没形成稳定购买电影票的消费习惯。不像粤剧场次上映当天的买不到票。（之前三月底有这部的戏院上映两天，我当天去都买不到票）两天前我去看了倩女幽魂·爱的表演，全场人员爆满的程度。年轻人不少，还有很多家长带四五岁孩子去看。,0.999440522808616,积极
活力满满的钝口螈,保密,广东,太好看了呜呜呜呜,0.5355675416660792,积极
北禅星,保密,云南,55555555555555555555太有心了，进度条是伞,0.5441331584775216,积极
活力满满的钝口螈,保密,广东,我刚刚才知道有这个电影……,0.8277786590345793,积极
夜墨简水,保密,浙江,遗憾没在电影院看。,0.47848088123147525,消极
见东出,男,四川,[鼓掌],0.764705882352941,积极
打酱油的小阳,保密,四川,超赞！！,0.8363660602280544,积极
棒丶,保密,黑龙江,真抓人这电影,0.7992451665482576,积极
叔齐齐齐,保密,四川,妈呀！！好牛！！还没开始看已经被折服了，先收藏一波，待会儿在看，太牛了，希望这种类型的再多一点[点赞],0.9140065113047656,积极
___y---,保密,云南,期待下一个作品，打开了我新世界的大门,0.9688965122177639,积极
葛力葛力咖喱,保密,广东,在抖音看到的 画面很吸引,0.3409442502970821,消极
暗夜Official,男,广东,完美，就是最后关雷峰塔太突然了，刚答应一起了然后就自己说触犯了天条要被关。如果这段改成两人和解，然后法海过来说词接着关塔会更好一些。毕竟法海之前也说了请示佛祖，不会很突兀。,0.712926881224937,积极
夏夜听雨声,保密,陕西,之前在影院看过，戏 景 情 都超过预期，很棒,0.9938164959366392,积极
火星皇帝马始宗,保密,安徽,特效很华丽,0.8311588569126774,积极
愿扫平封建,保密,湖北,借大会员看完了，过了一把李存勖的瘾，谢谢，已经开始宠信伶官了,0.8954140381049788,积极
深海隐者,保密,江苏,法理与人情的完美诠释，人情动天，法理公正，可爱可叹,0.9996245745893899,积极
耶尓庫,男,河南,说实厉害(? ??_??)?,0.290703441257105,消极
法兰猪猪,保密,广东,20年来最好的电影。。。。。传播慢了,0.8913272514430556,积极
萌初音控-,保密,广东,清明节假期回忆一下,0.9592061096302275,积极
一个霸气的名字A,保密,广东,戏剧只有放下浮躁，耐心看下去才能感受到其中的韵味,0.9977940960529283,积极
梅叶寒尺素,女,江苏,我又跑来了，4月23号(周日)晚上，广东粤剧院在杭州余杭苕溪大剧院有现场版演出呐，本片主演都在的哦，想看现场的且有条件过去的小伙伴不要错过呀，买票进剧院看看吧，看现场真的更精彩[惊喜][惊喜](剧院舞台两旁有字幕，不用担心听不懂哦),0.9991546547246561,积极
那还是就叫小王吧,保密,新疆,《白蛇 传情》,0.9637236333675003,积极
本脉五毛一次,保密,河北,小破站牛啊！,0.3870738592270684,消极
曾院长请收我为徒,男,浙江,仔细看才注意到，白娘子伸开水袖时候许仙惊讶的表情。感觉是白素贞显出原型了。后边给有蛇吐信的声音。但是，他看到原形，还是担心滴叫了声娘子。,0.46258196271280305,消极
D33274D7C6,保密,重庆,75:37那段BGM是啥啊,0.80889836830075,积极
AkanaDaisy,保密,贵州,好听~[兔年],0.2883928661326973,消极
本尼脸长五条薄荷糖,保密,广东,今天在粤剧院看完才发现有电影…小敏老师演得太好了听不懂粤语也能共情以后有条件会多去看啊啊啊啊,0.989163882202107,积极
呆萌阔爱小苏涵,女,广东,好看不火系列[笑哭],0.8856537049214599,积极
秋水映残霞,男,浙江,"我的体感：妆容感觉怪异不适，如眼妆及其颜色；表情可能受妆容影响，感觉不够自然。
其他方面，声乐唱腔身段姿态等等很棒。
由于全程受妆容影响，所以综合体验不能说十分美妙。总体8.5分。

我觉得，这种电影还是线下看舞台版好。舞台版，看不清面容，而声乐唱腔听觉效果体验MAX，同时可以欣赏演员身体姿态。
我的评价，大银幕放大了一些细节，不似舞台可以忽略，如果可以的话，还是线下最优。可惜没有机会了。
如有异议，以你为准。",0.9999999994978461,积极
白衣琴師,女,广东,这电影太绝了，可以重新上映一次,0.7267466938294578,积极
HLWMXsnower,保密,湖南,突然想起让宫崎骏对动画产生兴趣的，是日本拿咱的白蛇传说做的动画长片《白蛇传》。,0.9994321447843165,积极
压一锄头,男,河北,哭死,0.49725092328909837,消极
哈哈娃nb,保密,上海,为啥现在才看到,0.030697126180256218,消极
贷款去上班,保密,浙江,虽然不懂粤剧，但是感觉不错啊,0.7606981407118028,积极
迷乱雪,男,广东,不知道是不是戏曲电影的局限性，分镜太过固定，法海白素贞斗法那段，特效神韵很不错，但是分镜太可惜了,0.9960564706352275,积极
东山食寒雨,保密,山东,"很好的电影，可惜宣传不到位，又是粤剧，看的人少了很多。
这电影是少见的人设，台词，演技，都很优秀的作品。",0.9999594021225874,积极
霸霸霸霸刀宋壹,男,浙江,救命，法海大师一开口说阿弥陀佛我总觉得是丢雷老母,0.9523115499584365,积极
一只乌蝇哥,保密,山东,太美了,0.7401846550314694,积极
可乐i开心,保密,湖北,千年等一回,0.6356191532712642,积极
百世经纶一页书a,保密,浙江,法海并没有错，白素贞嫁凡人他若不管，那若有男妖娶凡女怎么办？到时候，是满城满城的女性失踪了，此例不可开,0.9862862081868776,积极
文森塔儿,女,浙江,求稳定产出这类电影，太美丽了[打call][打call],0.959377045815775,积极
缺牙龍,男,浙江,听越剧长大的，听这个也完全不影响[doge],0.6959966183611327,积极
Law98,保密,浙江,在电影院看的 谁懂啊，身边都没人愿意一起去看[大哭]真的好美好震撼 巨喜欢水漫金山那个视效,0.9753556485547681,积极
倭奴无义,男,福建,《白蛇传·情》保留了戏曲中经典的唱腔、手势、台词等，也结合电影的表现形式进行了创新，为粤剧这一非物质文化遗产的现代传承做出了极具价值的尝试。《白蛇传·情》在画面上融入了宋代美学上所追求的简约、留白及气韵，保留了传统戏曲精髓，也注入了东方美学意境。,0.9999999999999281,积极
倭奴无义,男,福建,迎合时代是发展的必然，已经不是走那条路的问题了，多媒体数字化目前是唯一解，想要真正传承发展的话，无论这部评价观感是好是坏，敢于迈出这一步就已经非常难得了,0.9999865284475272,积极
天浮云华,保密,内蒙古,这里面的人物，不比小鲜肉好看强多了？,0.8179318662597056,积极
离弦の箭,男,山东,我靠 [脱单doge],0.3395173104042325,消极
专灭马来猪,保密,吉林,你们是不是忘了白蛇天生仙根受骊山老母点化，妥妥的准神仙，高干子弟，不为报恩嫁给穷小子何苦受罪，为啥仙童放他，普通妖怪你看吃不吃了她,0.7678437827268001,积极
淡然看天,保密,安徽,这部电影没去电影院看 血亏 希望之后国内戏曲界还能出这么优秀的电影 一定买票支持 要不然担心之后没有这么好的电影看了 现在的流量都是什么??东西,0.9987685864659633,积极
_落玉盘_,保密,广东,我已经在考虑买票然后下周坐两个半小时车程去粤剧院看戏剧版的《白蛇传·情》了,0.8922005485889892,积极
梅叶寒尺素,女,江苏,粤剧 白蛇传情 3.31和4.1在广东粤剧艺术中心的演出开票了，想看现场的小伙伴可以冲了[给心心],0.9249110641062868,积极
账号已注销,保密,湖南,又来啦！,0.5262327818078083,积极
诺诺诺诺诺诺诺喏,保密,湖北,好看,0.7112462006079026,积极
猫先生的小饼干,男,四川,我懂了！传承不仅仅只是传承，还要学会融合,0.999057459537997,积极
我爱你我很爱你朋友,保密,浙江,哈哈哈哈哈哈哈哈我终于等到上映的这一天了哈哈哈哈哈,0.9933296538409647,积极
桃与杨,保密,吉林,编剧好牛，没有反派。最后的雷峰塔居然是粉红花瓣变化的，佛祖的少女心啊！,0.9715726971536328,积极
Alice_07,女,广东,看完舞台剧再刷一遍电影真是觉得意犹未尽[打call]，那年太迟知道有这部电影了，想看的时候是镇上电影院最后一场，被团包场了，看不上，好在b站买了版权，才有机会愿我的粤剧梦[打call],0.9819625098722435,积极
小小青皮,保密,安徽,开头的划船哪里好像宏村啊！,0.6341625902266165,积极
富贵双皮奶,女,北京,想去电影院看，还有机会吗[委屈][委屈],0.9122000750055839,积极
咸鱼咸的咸,男,河南,为什么没有普通话版,0.6688011546131017,积极
吃花生不去皮,保密,广东,刀马旦好飒啊,0.6899385924982844,积极
clariones,保密,四川,画面太美了[支持][支持][支持],0.9085950890085228,积极
夢想的土貓,保密,河南,额为什么中国传统文化粤剧会出现枯山水呢[微笑],0.9988590856504043,积极
jiushiweilehuiyuan,保密,江苏,"好美！
感谢各位创作者～感谢小破站！
希望传统文化继续发扬光大[保卫萝卜_笔芯]",0.9856647646209449,积极
小宋song的songs,女,浙江,前段时间看了沈园之夜，本来担心听不懂的，但是舞台布景上面有滚动字幕，也是第一次听戏，没有见识，不知道是不是剧院现在都有滚动字幕了。如果有的话以后就可以放心买票去听戏了，不然听不懂总觉得辜负了艺术家们,0.9971407481053949,积极
哦伊利亚,男,新疆,[热词系列_优雅],0.981192823935795,积极
QWQbcaa,保密,江西,好耶！谢谢,0.5710537173325678,积极
曾院长请收我为徒,男,江苏,跪求重映,0.4737672181921908,消极
利安七梯,男,广东,又来刷一遍~曲儿真好听 ~,0.8501249798069813,积极
恰同學少年意氣風發,保密,广东,要不今年院线再上映一波，我都没去看到,0.1691865025547905,消极
哭哭啼啼的魁,保密,江苏,好家伙戏剧的表演不错啊，最开心没耐心看越看越入味[吃瓜],0.9976610418438792,积极
我是指我是鸽子,保密,广西,太好看了，当时就去电影院支持了，造景打戏太用心了,0.8819921501316836,积极
黑炭不是黑煤炭,女,湖南,我怎么觉得这个法海就像看到学霸为了谈恋爱放弃去清华北大的教导主任，想想还真的有点痛心呢,0.9998985053233246,积极
口口YO,保密,湖北,为啥投屏电视只能看360p，720p是黑屏？,0.014699074772899778,消极
十点端,保密,河北,现在就是非常，非常的后悔，疫情没敢去电影院[保卫萝卜_哭哭]这个效果要是大荧屏多好啊,0.09345624046195655,消极
夏侯廿,男,浙江,厉害,0.35964912280701733,消极
云逐_,男,江西,当时跟同学一块儿去的，唯一一个能看的地方就是长春电影博物馆的电影院，进去以后我都惊呆了跟剧院一样，整场体验都特别好，可惜包括我俩一块儿只有不超过五个人[委屈],0.9988571817379389,积极
图坤,保密,湖北,黑神话·白蛇[脱单doge],0.9558887894953179,积极
可以的你,保密,浙江,还是挺好看的，很有美感。,0.9287158997560193,积极
不知道娶什么昵称好,保密,湖北,法海这个角度是合理的，先是劝白蛇回去，也给了选择的机会和时间，被彻底拒绝再谈收服。事业粉的角度，合理的。,0.9811537433974243,积极
叫嗮所有人落操场,女,广东,开口跪啊曾院长[保卫萝卜_哭哭],0.9218986112461626,积极
晨星下的拉斯特,男,山西,问一下，我现在想看3D大屏的《情》，但是本地一直没有排片，咋办,0.7053442730785653,积极
二次元中二少女,女,广东,来重温了,0.9285714285714286,积极
Gululuk_,女,云南,当时去的电影院看的，全场只有俺一个人，看得好爽，真的很好看！！！[V我_你是我的宝],0.9095887898284043,积极
那爱情丶苍白无力,男,山东,大爱大爱大爱大爱大爱[小熊奶黄包_妙啊],0.9996289911055862,积极
墨关本关,保密,湖南,反观今年新春某档，不知钱花在了哪里？,0.09001611547944666,消极
别瞎改名称了改名要币,保密,河北,喜欢,0.6994590939824207,积极
掬艳,保密,四川,小时候听不懂戏曲，咿咿呀呀得觉得无聊，不懂为什么爷爷奶奶就喜欢看11台，现在明白了，比起现在的读台词的电视剧，戏曲真的好听，就算有些语言听不懂，却不影响听懂其中的情,0.9731364039730328,积极
爱上一个唔钟意你的人,男,河北,这一部白蛇传情拍的非常的好，曾小敏这部电影观看人数提高，真的太好了。太经典就是水漫金山寺那一段打得我非常好看，非常过瘾。到最后感动差一点哭出来。演技太棒了，希望再多出一点这样的电影！,0.9999997518862929,积极
账号已注销,保密,江苏,一切皆因缘而起,0.6429335818357289,积极
ivyuuuu,保密,未知,球球 有英文字幕完整版吗，只找到一个主题曲有双语字幕,0.09078392316155137,消极
曾院长请收我为徒,男,江苏,为啥不重影。imax,0.3056296766115485,消极
这个昵称好鸭,女,湖北,emm。,0.5,中性
袁烨纪事书札,保密,吉林,舞台剧，粤剧，原来如此。,0.4737672181921908,消极
小金dobby,保密,浙江,特效抱渲染大腿,0.7334334369777582,积极
这个昵称好鸭,女,湖北,那不是多想。,0.3863503702983516,消极
啤大胖,保密,湖北,自己在广东生活了六年，一直比较喜欢粤语的东西，看tvb的剧和香港电影都比较喜欢粤语原版。在b站是二刷这个电影了，一刷是在电影院看的，老早就看到这个电影的消息，没想到上映后，长沙的电影院居然都有排期，场次还可以，至少比今年春节档的深海排得要多（不得不夸一下长沙的各个院线），叫了一个在长沙工作的广州朋友一起去看。粤剧唱段就不说了，顶呱呱。没想到这个片子的特效也很赞，本以为不会把精力放在特效上，没想到很好~~,0.9999606865515512,积极
乱入の奈须,女,广东,为什么会有jiejie新版本蛇女打野的弹幕[大笑][大笑][大笑][大笑]笑发财了,0.9955026072168499,积极
twzd70,保密,河南,终于不要钱了,0.2236211469063476,消极
艾岚のあい,男,内蒙古,泪目了,0.7500624229391235,积极
橙C美式冰,男,浙江,白蛇如果提前告知许仙自己是蛇妖，也不会吓死许仙，更不用去盗仙草，法海也不能利用许仙的猜疑和动摇劝动他皈依佛门了，其实一开始就是白蛇骗婚导致这些乱七八糟的。[辣眼睛],0.9999654366256052,积极
侠情,保密,湖北,白蛇传都出来，干脆把四大民间传统故事全出了。整个系列,0.9795834702430487,积极
侠情,保密,湖北,看完后，不得不说句，这里面的一些东西，超越了大多数国内的电影，电视剧以及动漫。这才叫艺术，甚至比肩名著。,0.9986270359713133,积极
-保持开心,男,云南,大哥没什么文化，但是觉得好美,0.752854906432591,积极
梦幻豪歌,男,河南,好看[点赞],0.9453168692657209,积极
东山奈央男友,保密,北京,yyds   每天一遍[星星眼][星星眼],0.749332192244031,积极
