Column1,Column2,Column3,Column4,情感得分,情感倾向
友琴gorgeous,保密,江西,很庆幸当时拉着朋友去电影院看了这部电影，两个人当时就被震撼到了[热词表情_世萌双冠],0.9998453377255243,积极
辉爱刺刺,男,上海,太好看了[大哭][大哭]真希望结尾白素贞能被放出来一家团圆了啊,0.9922337980807281,积极
谁不曾心怀侠梦,男,广东,讲真的，我一广东人都是听了原神粤语版的《神女劈观》才知道的曾院长，然后关注才知道的《白蛇传·情》这么好的作品当初我要知道肯定去电影院捧场，不至于到2023年才发现。,0.9996319700797478,积极
春秋五霸小白,保密,四川,超好看，我是看了戏剧台的2023戏剧春晚来的，如果没看过戏剧的可以先去听听小敏姐的宣传曲再来看。不熟悉戏剧，作为电影来看，特效和服饰剧情都超好，超了太多不知所谓的电影了，我个人不常看电影，上次完整看电影还是郭敬明的那个《晴雅集》，比起来剧情画面都差远了,0.999999998966751,积极
少玩手机多看戏,保密,浙江,看了N遍，真好哇，谢谢曾院和团队带我了解和喜欢上粤剧，也开始重新关注和了解自己的家乡戏曲秦腔。[2023][打call][给心心],0.9973127461523565,积极
鱼鱼鱼yu鱼鱼鱼,女,北京,@拂过时光的风,0.9800201068926224,积极
zlitxy,保密,广东,美轮美奂，可惜疫情耽误了太多的美……,0.6519324823399947,积极
聆歆墨,保密,江西,太美了啊啊啊啊啊啊啊！！！从没觉得会员这么值过！！！,0.4274498371525246,消极
漱霜,保密,上海,舞美和音乐太美了，光听音乐都能感受到那种爱情的甜蜜和哀伤。,0.9999903087353346,积极
萨里傻气,保密,未知,真的非常不错的电影,0.9585272953149637,积极
无山上-看水流,男,四川,法海这个做法其实也对，人妖不同属，有别于伦。在道教虽然灵宝天尊有好生之德，豁达通融于异类入教修行，但也有严苛教义，不让人妖通婚。,0.9600614402759691,积极
苏苏不想改昵称,保密,新疆,[鼓掌][鼓掌][鼓掌]好棒！慕名而来！,0.8888572287012355,积极
laosantama,保密,湖南,为什么不能花个六元买呀。不想开会员,0.024962849789014196,消极
黄埔飘猪,男,上海,就靠你开局一段词，就能打八分,0.4986968256067972,消极
熟男骚包,保密,内蒙古,看完这个我才知道，我多少对雅有点过敏[思考],0.9608243936112045,积极
师弟哈哈哈,男,陕西,来还愿，下午求白蛇娘娘保佑脱单，结果真成了，谢谢娘娘！,0.6903317517076445,积极
再来一吨香菜,女,广东,好看！,0.7112462006079026,积极
泉海听雨辞,保密,湖北,就为了看这部电影，冲了个会员[笑哭],0.957229275424992,积极
都被用过了,女,北京,太可惜了，没去电影院看，错过了好片子,0.8592846513803972,积极
喜德最可爱,保密,湖北,我去！好不容易逮住电商活动机会为了这部戏开了一年的大会员，准备来好好欣赏学习国粹的。结果，弹幕硬是把这部戏搞成了喜剧风格。喷水喷饭无数次了！还能不能好好看戏了[喜极而泣],0.1712321202902204,消极
YEMANN,保密,广东,老祖宗们的审美一直在线,0.42379372354437206,消极
豆宝儿666,保密,江苏,特意穿汉服去电影院看的，很好看，现在再来看一遍,0.839670461943869,积极
混世小神仙,保密,广东,少年不解其中意，老大方知相爱难。,0.9394346744759864,积极
此夜藏锋,保密,四川,你我再见,0.6875000000000002,积极
遊佐ヒカリです,保密,广东,[保卫萝卜_笔芯]优秀传统文化摩多摩多！,0.9853351077317775,积极
一只咩咩秧,女,广东,今天和家人投屏看完，视觉盛宴！！！！！,0.8797234180988724,积极
石榴生姜,女,河南,如果一开始上门要人的时候，法海就把许仙给那俩蛇交出去的话，是不是金山寺就不会被水给淹了？（小白被封进塔里的时间刚好，刚生完孩子不用想着怎么喂奶了。对修炼千年的妖来说，相当于是在塔里坐了个月子。）,0.9938461292438344,积极
栗子娇娇,女,广东,雅,0.9090909090909091,积极
咚德恰卡a,男,山东,法海你不懂爱...,0.9236014490645892,积极
命运与轮,男,广东,[给心心][给心心][给心心][给心心][吃瓜][吃瓜][吃瓜],0.9582783602823742,积极
大六一,男,四川,不信佛陀，亦知未有来生。人间最美是情真，不枉这仅此一瞥。,0.9921773002577322,积极
大圆畅聊,男,北京,没去影院看真的太遗憾了,0.36582232695782646,消极
我是那样的帅气,保密,福建,好看！！！,0.36575417640255636,消极
htlyjy,女,北京,谯国夫人已经杀青了，不知道今年暑假能不能看到，非常期待[tv_馋][tv_抓狂],0.37623448580487473,消极
史矛革的亲人,保密,上海,里面的服饰实在太古典优雅了,0.9881408123157864,积极
李洛李洛洛,男,湖南,真的太好看了,0.5417790244627899,积极
井未迟,男,广东,好看的,0.7112462006079026,积极
星之浪迹,保密,福建,歌舞剧我觉得更符合现代需求,0.9941363859395972,积极
夏大暴宇,保密,广东,我恨，当初没到电影院看,0.7348059218626214,积极
取名不能七个字,男,江苏,"刚开始，可能看不下去，但是越往后越好看
建议还是关弹幕，净心欣赏",0.9838641987817379,积极
日照西桥-,保密,山东,将人物体现的太好了,0.7686014236794819,积极
何得聞天語,男,四川,这多久出的,0.322188021971051,消极
花间慈,保密,江西,终于找到了 开心,0.8200357310376771,积极
别被牵着鼻子走啦,男,江苏,当年上映排片是真的少，我找了好几家才找到一场排片，但是真的不辜负我蹲了这么久，非常非常好看[星星眼][星星眼][星星眼]回味无穷，没想到b站买了独播我才发现,0.858572101471842,积极
帅熊猫_,男,安徽,在广州上学时一个人去电影院看了两遍，第二场只有我一个人，回来后剧场版又刷了不知道多少遍，今天再看，真好啊,0.8001380539419529,积极
周翛,男,陕西,太好看了,0.5375152786177115,积极
免贵-姓吴,男,江苏,五天内看了二遍，依然是意犹未尽，每一帧、每一个场景、每一段声音设计、舞美设计赞不绝口，还是会感动，真希望能出个收藏版和原生大碟！,0.9999352022876384,积极
沫华之年,男,河南,宣传片看的时候怪牛的，为啥看正片的时候是这个样子？,0.027442285695391755,消极
李洛李洛洛,男,湖南,好好看,0.6280659780296179,积极
神聖仙尊絕對零度,男,重庆,你这一辈子有没有认真爱过这个宇宙世界？[生气],0.9965396980749682,积极
神聖仙尊絕對零度,男,重庆,"盘古之谜
舟-地球-诺亚方舟-亚特兰蒂斯太空战舰
皿-宇宙-天地玄黄-基本规律太玄经法则
十-方位-四面八方-上上下下左左右右界
口-通道-口口相传-唯有真心动人情得见",0.9999745902438163,积极
不动明不动了,女,湖北,没有法海也就没有水漫金山。缘起千年前许仙在金鹏座下救下白素贞，缘灭白素贞为救许仙上金山寺。法海所说的白素贞终将为祸人间，其实没有他的渡许仙出家白素贞也不可能水漫金山，前世的法海是金鹏，金鹏捕蛇，所以我觉得他们的因果是必然的，许仙一直被人诟病懦弱无能，但是在这里的许仙我觉得是最有人情味的，他会为了新生儿庆祝，就像寻常人家给娘子买好吃的，觉得人若无情亦妖。过分的丑化和极端也是不可取的，他的纠结也是所有人都有的，究竟是情重还是苍生重。同样的问题在仙童这里也被白素贞的“黄泉路上团圆”所打动。白素贞敢爱敢恨，又有着一些自带的凄冷感。白蛇传也算是一种be美学了，还多了一些因果轮回论。当然后来文曲星救母也是一段佳话。这样的艺术形式，典型的中式之美。,0.9999999999996179,积极
一粒尖尖米,女,浙江,去电影院看过，现场也追过，两种表现方式不同，但真的都很棒！！！,0.8559875347271384,积极
yoyuki,女,上海,真好听！,0.33715818128822317,消极
点火樱桃丶,保密,江苏,[邓峰萌萌_surprise][邓峰萌萌_surprise][邓峰萌萌_surprise],0.9982758140680742,积极
红豆胖狐狸,男,广东,睡不早，又来听曲了[藏狐],0.7592367305868213,积极
枫叶妃子,女,江苏,哎，坐标十八线小县城，根本没有排片[大哭]。本来海报都出来了，很期待的说，结果疫情，根本没有排这个片,0.8582526146668095,积极
chatless,保密,浙江,全程看到结束字幕最后一秒，不然无法表达我对珠影以及所有台前幕后为此片作出贡献的人们的敬意。什么叫文化输出，什么叫文化传承，什么叫文化创新，这就是。,0.9991810262426296,积极
君惜劉,保密,广东,白蛇，青蛇本是妖修却入凡世，扰乱了凡间正常的规则，这本身就是错的,0.9997478844601387,积极
今天开始变聪明,保密,天津,这片没啥意见，唯独变成蛇把许仙吓死那段，那蛇也太小了吧[笑哭][笑哭],0.9850933907850763,积极
洛樱妄尘,女,江西,"圆了白蛇的故事，画面出奇的美，服装也非常漂亮有地域特色，粤语戏曲有吸引人的魅力，此情，有夫妻缠绵之甜，有喝雄黄的勇敢，有救夫的迫切，有一路念妻的不舍，有水漫金山的壮举，有对天发誓的承诺，有千百年雷峰塔下的等待。太美了
早些时候，我在天天刀手游里看到过一样款式的服装［醉相思］，那件时装也是伴有粤语戏曲，可惜他这戏曲我并没有品到什么，而在这部电影中，特别是许仙发誓之后到结束那段戏曲，唱得直感动人心，不知是情还是戏曲的魅力[给心心]",0.9999999999999956,积极
居子ouo,保密,广西,好美，情意绵绵啊这唱腔[小A和小B_撒花],0.992869070015104,积极
双鱼刺青,保密,四川,非常精彩优秀的电影，在影院没落的今天，这部戏值得我专门跑一趟影院，即是我对她所能做到的最高评价，万分期待还能看到续集,0.9999811745401413,积极
朝三暮四哥哥,保密,上海,每一帧都美的不像话，唱腔特效音乐都无可挑剔，多出这样的电影多好啊,0.6753676095114469,积极
派木N,保密,山东,希望可以补票，重新上映[大哭],0.6967023087799362,积极
布响丸辣PLP,男,广西,[喜欢][喜欢][喜欢],0.8922622505867854,积极
如晦RH,保密,山东,好看，今年居然才发现[笑哭],0.5158076809570195,积极
玛维面具,保密,重庆,传统艺术真是太惊艳啦！,0.9859532688043922,积极
好运来-来来来来来来,女,浙江,虽然很少看这种戏曲，但是真的很有感染力，好几次泪奔，除此之外我觉得白素贞的水袖真的很美,0.9931769525809209,积极
小-地主,保密,北京,"让人瞠目结舌的好看 
电视投屏观看更是惊人！
震撼国风！每一帧都是摄影教材！",0.9966418691075007,积极
霏霏兔子,保密,四川,传统的美，永不过时，百看不厌，对不起欠你一张电影票。,0.7478894886681278,积极
刀刀胶片摄影,保密,广东,感觉欠了剧组一张电影票,0.21562781178902513,消极
茶熏花尽,保密,安徽,哇，在影院多好！,0.7743486146689116,积极
mur的另一边,男,上海,有种舞台剧官摄的感觉,0.685213982904969,积极
谅思final,女,浙江,我05后学越剧的[微笑]看了这部电影我认为这是所有戏曲曲种里面最有创新宣扬戏曲文化的方式，所谓的创新不是那种瞎搞什么电音版戏曲唱段，也不是弄些花里胡哨的贴图或者一天到晚只是嘴里说说要传承戏曲艺术。应该是用这种男女老少皆宜且不花里胡哨的方式宣传戏曲文化，让更多年轻人喜欢戏曲。,0.9999998235116455,积极
猫猫e姐,女,北京,太好看了，感动到哭，人物也都立得住，太喜欢了，,0.9779137931846692,积极
我的画像是怎样的,保密,河南,太美了！,0.7401846550314694,积极
听雪半悠然,男,北京,有点理解法海了，白素贞是那种可以为了许仙，倾尽一切，在所不惜的。这对凡人一点都不好,0.9971361002092611,积极
佳伊H,女,山东,当初上映前就想去电影院支持一下的，但疫情开始后好像就去年年初去过电影院[音律联觉_哭哭],0.9601661319726313,积极
弦上莺声,保密,未知,#白蛇传·情#太美了，打戏美身段美唱腔美布景美特效美,0.9975724137950136,积极
米饼_CHEN,女,河南,无论看几遍都最爱这里的小青，可能是取舍的原因，这里的小青就是个护姐狂魔。姐姐想要家，就打直球。姐姐被欺负，那一巴掌打到了我的心坎。全剧的笑点都是小青给的。这里的许仙也是爱白素贞的，我爆哭啊！看几遍都爆哭。,0.9964701342763504,积极
弦上莺声,保密,四川,太美了,0.7401846550314694,积极
Bodh-PP,保密,江苏,有个疑问有孩子了还要给老婆喝酒吗？,0.7801760283165504,积极
我来做个实验,保密,浙江,当初这电影上线的时候我这边影院根本没有这部就离谱，其他的就算有排片低的离谱，不知道制作费回本了没，刚上b站的时候要花钱看，算是补电影票了[兰音_兔脑过载],0.2905900119663515,消极
大虾1号,保密,江苏,这特效，这演员表情动作和身段，真特么美极了,0.9921213193181728,积极
网恋被骗两块七角五分,保密,广东,这特效可以喔,0.20133148735782214,消极
革心新,保密,河北,这他妈不投币我还等什么呢,0.20793032380817145,消极
聆听童话的人,保密,贵州,这个取景太美了吧！,0.8947754388042185,积极
聆听童话的人,保密,贵州,这才叫文化传播，加油！,0.9837081120554548,积极
秋ならではの愛,男,河北,看不下去,0.42895162086768057,消极
lm秋月残,保密,上海,什么是好电影，这就是好电影。我从来没有看过粤剧，也不懂粤语，但是能够完全和电影中的角色共情，并且对粤剧产生了强烈的兴趣。真的是非常优秀的电影，期待更多类似的作品！,0.9999971708589661,积极
只看蛋饺耶耶耶,保密,陕西,好看，最近开始关注传统戏曲，看了几出京剧，看到李胜素和张火丁的白蛇传之后顺路过来看一眼粤剧版，舞台版也看了，真的很好看啊。果然我们国家的传统文化艺术就是，不关注则已，一关注必然会喜欢的,0.9999999771724467,积极
砺尘_啾啾,男,山东,"千百年前，是该有一场漫过金山的大水，青锋振荡，袈裟撑墙，佛仗敲地震漾开的铃响，传不到跪伏阵中的许仙耳旁。
　　谁在凄凄切切，说：“经五百年的风，受五百年的雨，都为与你人间相遇，许一缕情丝。”
　　这一缕情丝，也无非是西子湖畔的漾舟，喧闹庙会的执手，春仰看燕夏嗅藕，秋茗茶香冬暖鬓。
　　佛灯不歇，燃起又熄灭，断壁残垣之上正落着一场悲情的苦雪。
　　原来这世间一切的情啊爱啊，都抵不过昏暗长夜中，合掌默诵的一声佛号。
       [大哭][大哭]",0.9999999999976203,积极
念头_通_达_,男,重庆,从前关注多的是京剧，现在已经知道粤剧，淮剧，越剧了[doge]抽空就会B站听戏,0.9995946658181271,积极
寻觅没结果,男,四川,看我发现了什么宝藏,0.9348542867608837,积极
账号已注销,保密,广西,之前这部片子挣钱了没有呀，真担心制作方没钱做下一部,0.6084818838905297,积极
多崎DUOQI,男,重庆,这样的电影需要让更多的人看到[给心心],0.9515032240104326,积极
不计程,保密,上海,盗仙草战仙童那里谁说的白师傅切他中路，站出来，笑死我了，刚刚被白蛇唱哭泪还没擦干呢,0.5161614120236917,积极
西九金,男,广东,太无聊了 欣赏不来,0.16934221434121344,消极
空手破核桃,保密,四川,上映的时候我专门跑了十多公里去电影院看的。,0.4613737801789327,消极
好肥的花,保密,湖南,我竟然看粤曲看得感动了，但很喜欢这种感觉。,0.9221441866828267,积极
光头恶霸的九命猫,男,广东,希望，以后能看到更多如此精彩的粤语电影,0.929415023678411,积极
bili_98744643,保密,浙江,可 以可以，相当不错,0.8612132352941176,积极
出逃泡芙,保密,山东,太美了太美了，从开头到结尾一秒钟都不能错过,0.9967905429241923,积极
一定要朝气蓬勃呀,保密,湖南,逻辑合理，意境优美，除了开头一些场景好像有点塑料的感觉，后面越看越好看[爱心],0.9997804464549875,积极
弥彡,保密,上海,小青好可爱啊,0.8673424330379874,积极
海珠废人之五湖散人,男,广东,之前6块钱买了，只看了开头一点点，现在免费了，重头看一遍。,0.6574569604401513,积极
糕手就是糕手,保密,江苏,啥时候能重映呀？想捧场都没地方[大哭][大哭],0.8454946827942791,积极
有没有可能的黑猫,保密,未知,[大哭]是在拍的太美了，特效也是顶级#白蛇传·情#,0.9588498295956596,积极
毛绒绒的小可爱-仓鼠,保密,河北,希望以后戏剧可以照着这个方向卷下去[给心心],0.9751030917768907,积极
秋ならではの愛,男,河北,唱戏电影,0.7854638362010813,积极
Camenna,保密,广东,沉香:仕林我借你斧子[阴险],0.15042710940199921,消极
雇佣兵先生,男,黑龙江,妈的，当时学校封校，没在电影院看到真特么可惜[保卫萝卜_哭哭],0.8978229066958173,积极
在哪晒太阳呢,女,山西,牛,0.625,积极
麻袋里有麻友,男,江苏,这才是高雅戏剧艺术,0.9837064481813658,积极
胖猫尾,保密,安徽,喜欢看戏曲的应该喜欢，这种调调，恕我无法接受,0.3620285327126014,消极
青莲御风,男,四川,许仙一时的反应本身就十分正常，换位思考到许仙一个普通肉体凡胎的人知道自己枕边人是千年蛇灵(妖)，谁都会恐惧并本能的避开，这是人之常情。但许仙在短暂挣扎看到白素贞为了救自己不顾身孕和性命去闯法阵之后，毅然抛弃世俗和三界法则誓要与白团聚，这是要莫大勇气决心的。另外许仙并非承诺只守白百年，而是准备几生几世千年轮回都要来陪伴其娘子，这更非常人能做到可见其对娘子感情之深决心之坚，所以剧中所有人皆有情，许白之超越种族的恋情更是做到了感天动地，情字展现的淋漓精致正是这部剧情节极为出众的地方。,1.0,积极
屾山屾,保密,广东,[大哭][大哭][大哭][大哭][大哭]错过电影了！！！,0.9924773662811746,积极
兆献,女,河南,虽然但是，真的不太理解白蛇看上了许仙哪儿？[天官赐福花怜生日快乐_若鼬所思],0.9877159546463887,积极
日落了但无人写诗,保密,陕西,我刚搜了一下：《白蛇传·情》的特效镜头占据了全片的90%以上，由澳大利亚、新西兰、中国深圳三地组成视觉效果团队共同制作，其中新西兰特效团队正是打造过《指环王》和《阿凡达》的全球顶级特效团队维塔工作室。用心和糊弄真的区别很大。不知道90%以上的顶级特效需要耗费多少金钱和精力。再联合影院的阴间排片，实在是有点担心入不敷出，甚至亏本量巨大。??,0.9999202885498587,积极
甲鱼不是鱼呀,保密,浙江,一部电影证明了很多事。中国有好演员，中国有好音乐，中国有好特效，中国有好审美，中国有好文化。,0.9999945173924928,积极
种猫得兔,女,安徽,来了来了~啊啊啊啊~,0.9733150311039347,积极
yoyoQiu2233,保密,北京,电影局总算是干了点好事,0.04884724408200669,消极
墨尔希思,保密,湖北,真美！值得一看！,0.955759339606144,积极
鬼畜谐星,保密,山东,没有什么文化，就一句话，牛逼啊！,0.7997290923656137,积极
京极星玄,保密,湖北,我有个疑问，我是看比站拜年祭知道这个片子的，当时是有个曲目，然后在桥上的，电影看完了，我都没看到，难道我看漏了？？[脸红],0.3386176956163063,消极
唯有沉默king,男,广东,好感人。,0.9709793681024435,积极
feiziyouren,保密,湖北,我想说9.9那0.1去哪了[奥比岛_委屈],0.9001649698224669,积极
罗伊德的轨迹,男,广东,太好看了，不愧是国粹啊[打call],0.976961577800565,积极
梦什么芝,保密,广东,老祖宗留下的都是好的，但是需要传承和创新，不求变则退，变需不失风味，重点:变而不失风味,0.9999992325148304,积极
唔唔唔n,保密,福建,感觉这个也算正常吧，许仙刚开始只是个普通人，知道老婆是个妖肯定会怕，况且叫我感觉我感觉人与妖本来就不该在一起，就寿命上的差距就能感觉出来，其他版本的不知道，但是这个版本来许仙说了，白素贞进塔会陪伴她陪百年，我感觉已经算很好了,0.999998143573434,积极
tttakeai,保密,山西,wjf是个二狗子,0.43538166282612956,消极
妲己爱窜西,男,广东,如果是深度戏曲爱好者可以去剧院里看舞台版啦，这毕竟是电影来着，满足大众需求，让没看过戏曲的人也能接受，大家也可以尝试看看其他戏曲电影啊，粤剧帝女花有好几版电影呢，也很好看，慢慢听下去就能感受到戏曲的韵味啦,0.999998462626973,积极
戈壁的阿春,保密,重庆,不错的[脱单doge],0.7417204506079449,积极
白日妄想大师,女,云南,挺好看的,0.8618851078643004,积极
Ravenclaw畑鹿惊同学,保密,山东,什么时候能再上映就好了，之前上映这些电影院都不排片，我提前买好的通用票也浪费了,0.007094244078792333,消极
云逸啊啊啊,保密,江苏,我去，我以为是动漫，没想到在唱歌,0.27208700057934687,消极
我们没那么熟,女,陕西,还记得一刷的时候旁边的大哥一直边看边唱，结果二刷的时候我也是边看边唱,0.9791896312982069,积极
豹怒丶,保密,江苏,污浊的内心受到了洗涤，可能这就是纯粹的美的力量吧,0.9259052688589389,积极
爱吃酸萝卜鱼的弦,保密,重庆,"真的很好一部电影
美死我算了",0.986846870567885,积极
熊猫大导师,女,四川,很舒服,0.80854487752276,积极
一直走到黑夜破晓,男,广东,名副其实的白蛇传情，里面所有人都有情有义,0.8136362072638902,积极
PuppyInTheMoon,保密,广东,今天看了现场，再来二刷一下电影版[星星眼],0.14311395878497313,消极
左耳五行缺糖,男,广东,这个电影告诉我们:不要劝酒[辣眼睛],0.767195584728046,积极
矜矜乂乂,保密,湖南,绝绝子好看啊！,0.7607420977524224,积极
骑孔融的小梨子,保密,山东,老子欠你一张电影票你记住！,0.44215805971151834,消极
試說新语,男,湖北,白素贞是好的，许仙却是个不堪托付的。,0.49438237229576765,消极
鸭架丫霸,保密,福建,女主角太媚，男主角像吴启华…,0.9877923078943045,积极
一直走到黑夜破晓,男,广东,看了好多遍，我觉得最亮眼的还是白蛇的妆容，太美了，当然所有人的穿扮都很用心,0.9997586115498085,积极
未来的脚步2020,保密,湖南,"这剧里，法海虽然偏执，但是出发点是好的。
不想白素贞千年道行，最后被天谴",0.9577657536520039,积极
未来的脚步2020,保密,湖南,"白蛇传的天条，看来是个自动天罚机制。
佛祖替白素贞挡了一下，才没有灰飞烟灭，不过要在塔里关一千年。",0.027548252090620395,消极
未来的脚步2020,保密,湖南,"白素贞不是有观音菩萨背书吗？
跟法海说一声不就行了[doge]",0.14424228479452494,消极
忘尘无悔,保密,浙江,这才是真正的国粹！,0.36307642375972804,消极
阿里梅西呦西,保密,广东,粤剧万岁,0.4737672181921908,消极
翛然荏苒,保密,山东,这个法海是真大师,0.9292169886970209,积极
老草嫩吃,保密,河南,饮酒伤身啊,0.7297953905324696,积极
月满满lo,女,湖北,能不能开放一阵子的免会员[tv_大哭]让她传播更广一些吧！！美死了！,0.8217944178116452,积极
鸣蜩青道,男,江西,开头第一曲我就听了不知道多少遍，太好听了吧[给心心],0.7993146534366773,积极
是否清醒,保密,山东,这是唯一一部让我被迫当了等等党，然后后悔莫及现在想只想知道怎么能花点钱支持一下主创的电影。,0.9142170616928558,积极
迟墨_酥糖,女,北京,太美了，全方位盛宴，什么时候再排片啊,0.8728542134873879,积极
哔哩的开始,保密,广东,我还想去电影院看，这部粤剧戏曲电影太棒了，好喜欢，强烈要求电影院再次拍片[脱单doge][打call][打call][打call],0.9776757210849739,积极
咸口葡萄干吐司,保密,湖北,独在异乡听到了粤语，倍感思乡,0.9390193631062467,积极
它没有昵称,保密,福建,感谢字幕让我发现我度数又高了,0.48567216970549565,消极
账号已注销,保密,北京,"我虽然是北京人，也不怎么听戏，但这戏剧电影我算是彻底看进去了
这法海也太讲道理了，人性啊人性。",0.9997001066737105,积极
蓝天白牙,保密,广东,看哭了几次，原因太多，百感交集，第一故事感人，第2演员的演技和情绪到位，第3，因为传统文化的美而感动震撼,0.999998437338863,积极
梦中的小小,保密,山东,好看，好看，大大推荐,0.8943691573682852,积极
谁能说我帅,保密,广东,可惜了，很多不懂粤语的朋友给低了分数，这部电影值得满分,0.9889025762478602,积极
鲸鱼游过星空,保密,福建,美仑美奂,0.4737672181921908,消极
yecnya,保密,贵州,怎么缓存呀大家,0.568762983760718,积极
ledale,保密,湖北,太好看了吧[大哭][大哭][大哭]看哭了,0.9651472781008201,积极
蚯蚓QiuYin,保密,吉林,真的好好看[Cat2_Nyampage],0.8433354554570298,积极
执笔的蛇,男,广东,之前搜不到以为被下架了[大哭][大哭],0.3979757380870875,消极
翦法平,男,安徽,无法用言语表达我的感受[支持][支持][支持][支持],0.9241790397467772,积极
万事何求全,保密,河北,我今天刚看到这部,0.6333686404053956,积极
天空笑笑,保密,河南,就不大明白吧[奥比岛_击爪],0.9249338900648942,积极
李洛李洛洛,男,湖南,踏乃乃???，怎么这么美,0.7249071184900381,积极
Malloy,保密,陕西,当时也没想到 这么偏僻的西北小城竟然有排片 大银幕还是很爽的[抠鼻],0.3629577439498909,消极
喵神二,男,广东,电影中的一股清流，小青太酷啦！,0.7266185995393576,积极
明月照大江OvO,保密,山东,曲美词美意境美人美景美故事美,0.9999506938618329,积极
王誠明,男,广东,总体不错，老故事没拍出新意，形到位了，意似乎还不够深入，对于情对于缘的表达有点浅了，但是艺术性够了，个人觉得不如缘起劫起两部,0.9994752177172652,积极
走在乡间小路上的种猪,保密,山东,这个电影发行方怎么搞的，好好宣传宣传不行吗？[doge][doge][doge],0.015566288204909462,消极
红发青鸟,保密,北京,"当时看评价不错就想去看，可惜附近电影院压根没排片[笑哭]
不过这边角色都很好，有血有肉，有自己的理由
白蛇为情奋不顾身，但隐瞒身份吓死许仙是她自己的问题
许仙虽然犹豫过，但他是最开始受蒙骗那个，情有可原
法海也不是一味狠心，劝诫为主，并且我觉得他的话有道理的，这是情劫，放不下就成不了正果，而且你不能又有妖的修行长命，又想要人的男女之情吧",0.999999996754275,积极
_七北,女,浙江,人物都塑造的很好！太喜欢了,0.9114275011041092,积极
黑糖麻糬兔兔,保密,江苏,什么时候能在电视上放呀，好想和家人不去电影院在家里就能看,0.3261507212165653,消极
漫漫不man,保密,北京,进度条好好看[保卫萝卜_笔芯],0.4321762222311726,消极
愚忠份子,保密,北京,真不赖，好几十年没好影片出现了,0.8397010105177084,积极
账号已注销,保密,广东,一年多了，还是很喜欢！,0.8521097078666479,积极
CVR33,保密,广东,什么时候影院再上映，我要去看[大哭][大哭][大哭],0.9229411652242409,积极
儚dreammu,保密,内蒙古,结婚的头饰和衣服都好好看,0.8682123205425407,积极
WinsonCYH,保密,广东,必须大火！！,0.11761720849022994,消极
leslieyin,保密,广东,"已经好久没去听粤剧了,希望这类电影能多点[脱单doge]",0.5859102062596286,积极
特招蚊,保密,广东,这部应该推向国际,0.6004105011439987,积极
